"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00635","8,122","1","1",".TAU_application"
"100.0","6,129","8,122","1","59429","EMBAR"
"10.0","810","810","1","0","MPI_Init()"
"6.3","514","514","1","0","MPI_Finalize()"
"4.8","393","393","2050","0","VRANLC"
"3.3","264","264","4","0","MPI_Allreduce()"
"0.1","7","7","57362","0","RANDLC"
"0.0","1","1","1","0","MPI_Bcast()"
"0.0","0.947","0.947","1","0","MPI_Barrier()"
"0.0","0.0159","0.0159","1","0","TIMER_START"
"0.0","0.00332","0.00332","1","0","MPI_Comm_rank()"
"0.0","0.000896","0.000896","0.00195312","0","CHECK_TIMER_FLAG"
"0.0","0.000822","0.000822","4","0","TIMER_CLEAR"
"0.0","0.000598","0.000598","1","0","TIMER_STOP"
"0.0","0.00033","0.00033","0.00195312","0","PRINT_RESULTS"
"0.0","0.000223","0.000223","1","0","MPI_Comm_size()"
"0.0","0.000133","0.000133","1","0","TIMER_READ"
