"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.0075","2,082","1","1",".TAU_application"
"100.0","217","2,082","1","837.5","EMBAR"
"46.0","957","957","1","0","MPI_Init()"
"41.5","863","863","1","0","MPI_Finalize()"
"1.3","27","27","4","0","MPI_Allreduce()"
"0.7","13","13","66","0","VRANLC"
"0.0","0.846","0.846","1","0","MPI_Bcast()"
"0.0","0.227","0.227","1","0","MPI_Barrier()"
"0.0","0.138","0.138","754.25","0","RANDLC"
"0.0","0.0685","0.0685","0.125","0","CHECK_TIMER_FLAG"
"0.0","0.0194","0.0194","0.125","0","PRINT_RESULTS"
"0.0","0.00625","0.00625","1","0","TIMER_START"
"0.0","0.003","0.003","1","0","MPI_Comm_rank()"
"0.0","0.00075","0.00075","1","0","TIMER_STOP"
"0.0","0.000625","0.000625","4","0","TIMER_CLEAR"
"0.0","0.0005","0.0005","1","0","MPI_Comm_size()"
"0.0","0","0","1","0","TIMER_READ"
