"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.007","1:50.905","1","1",".TAU_application"
"100.0","1:37.853","1:50.905","1","753703","EMBAR"
"6.0","6,634","6,634","1","0","MPI_Finalize()"
"5.4","5,945","5,945","32770","0","VRANLC"
"0.3","319","319","1","0","MPI_Init()"
"0.1","92","92","720915","0","RANDLC"
"0.1","59","59","4","0","MPI_Allreduce()"
"0.0","0.319","0.319","1","0","MPI_Bcast()"
"0.0","0.223","0.223","0.5","0","CHECK_TIMER_FLAG"
"0.0","0.069","0.069","0.5","0","PRINT_RESULTS"
"0.0","0.015","0.015","1","0","MPI_Barrier()"
"0.0","0.0045","0.0045","1","0","TIMER_START"
"0.0","0.0035","0.0035","1","0","MPI_Comm_rank()"
"0.0","0.0005","0.0005","1","0","TIMER_STOP"
"0.0","0","0","1","0","MPI_Comm_size()"
"0.0","0","0","4","0","TIMER_CLEAR"
"0.0","0","0","1","0","TIMER_READ"
