"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00737","2,965","1","1",".TAU_application"
"100.0","1,542","2,965","1","8741.5","EMBAR"
"32.6","966","966","1","0","MPI_Finalize()"
"12.0","355","355","1","0","MPI_Init()"
"3.2","94","94","514","0","VRANLC"
"0.2","4","4","4","0","MPI_Allreduce()"
"0.0","1","1","8210.25","0","RANDLC"
"0.0","0.822","0.822","1","0","MPI_Bcast()"
"0.0","0.314","0.314","1","0","MPI_Barrier()"
"0.0","0.0681","0.0681","0.125","0","CHECK_TIMER_FLAG"
"0.0","0.0201","0.0201","0.125","0","PRINT_RESULTS"
"0.0","0.012","0.012","1","0","TIMER_START"
"0.0","0.00325","0.00325","1","0","MPI_Comm_rank()"
"0.0","0.00075","0.00075","1","0","TIMER_STOP"
"0.0","0.000625","0.000625","4","0","TIMER_CLEAR"
"0.0","0.0005","0.0005","1","0","MPI_Comm_size()"
"0.0","0","0","1","0","TIMER_READ"
