"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00975","10,770","1","1",".TAU_application"
"100.0","6,905","10,770","1","40997.5","EMBAR"
"19.4","2,085","2,085","4","0","MPI_Allreduce()"
"8.1","868","868","1","0","MPI_Finalize()"
"4.5","484","484","1","0","MPI_Init()"
"3.9","417","417","2050","0","VRANLC"
"0.1","6","6","38930.2","0","RANDLC"
"0.0","0.676","0.676","1","0","MPI_Bcast()"
"0.0","0.315","0.315","1","0","MPI_Barrier()"
"0.0","0.0555","0.0555","0.125","0","CHECK_TIMER_FLAG"
"0.0","0.0246","0.0246","0.125","0","PRINT_RESULTS"
"0.0","0.0101","0.0101","1","0","TIMER_START"
"0.0","0.00337","0.00337","1","0","MPI_Comm_rank()"
"0.0","0.001","0.001","4","0","TIMER_CLEAR"
"0.0","0.000875","0.000875","1","0","TIMER_STOP"
"0.0","0.000375","0.000375","1","0","MPI_Comm_size()"
"0.0","0.000125","0.000125","1","0","TIMER_READ"
