"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00713","1,379","1","1",".TAU_application"
"100.0","51","1,379","1","213.25","EMBAR"
"57.3","791","791","1","0","MPI_Finalize()"
"37.9","522","522","1","0","MPI_Init()"
"0.8","10","10","4","0","MPI_Allreduce()"
"0.2","3","3","18","0","VRANLC"
"0.0","0.631","0.631","1","0","MPI_Bcast()"
"0.0","0.367","0.367","1","0","MPI_Barrier()"
"0.0","0.0266","0.0266","178.125","0","RANDLC"
"0.0","0.0246","0.0246","0.0625","0","CHECK_TIMER_FLAG"
"0.0","0.00906","0.00906","0.0625","0","PRINT_RESULTS"
"0.0","0.00756","0.00756","1","0","TIMER_START"
"0.0","0.0025","0.0025","1","0","MPI_Comm_rank()"
"0.0","0.000625","0.000625","4","0","TIMER_CLEAR"
"0.0","0.0005","0.0005","1","0","TIMER_STOP"
"0.0","0.000125","0.000125","1","0","MPI_Comm_size()"
"0.0","0.000125","0.000125","1","0","TIMER_READ"
