"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00598","1,180","1","1",".TAU_application"
"100.0","13","1,180","1","81.0625","EMBAR"
"49.4","582","582","1","0","MPI_Init()"
"49.1","579","579","1","0","MPI_Finalize()"
"0.2","2","2","4","0","MPI_Allreduce()"
"0.1","0.798","0.798","6","0","VRANLC"
"0.1","0.706","0.706","1","0","MPI_Bcast()"
"0.0","0.478","0.478","1","0","MPI_Barrier()"
"0.0","0.00878","0.00878","1","0","TIMER_START"
"0.0","0.00867","0.00867","58.0312","0","RANDLC"
"0.0","0.0062","0.0062","0.015625","0","CHECK_TIMER_FLAG"
"0.0","0.00281","0.00281","1","0","MPI_Comm_rank()"
"0.0","0.00227","0.00227","0.015625","0","PRINT_RESULTS"
"0.0","0.000719","0.000719","4","0","TIMER_CLEAR"
"0.0","0.000359","0.000359","1","0","TIMER_STOP"
"0.0","0.000219","0.000219","1","0","MPI_Comm_size()"
"0.0","0.000125","0.000125","1","0","TIMER_READ"
