"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00413","958","1","1",".TAU_application"
"100.0","0.103","958","1","64.25","FT"
"63.4","607","607","1","0","MPI_Finalize()"
"33.4","0.0991","320","1","10.25","SETUP"
"33.3","318","318","1","0","MPI_Init()"
"2.6","0.0413","24","7","28","FFT"
"1.0","0.00975","9","7","7","TRANSPOSE2_GLOBAL"
"1.0","9","9","7","0","MPI_Alltoall()"
"1.0","0.758","9","672","4032","CFFTZ"
"0.9","8","8","4032","0","FFTZ2"
"0.9","1","8","14","462","CFFTS1"
"0.7","0.0085","6","2","6","TRANSPOSE_XY_Z"
"0.6","0.00537","5","5","15","TRANSPOSE_X_YZ"
"0.4","0.744","3","7","231","CFFTS2"
"0.3","3","3","2","0","COMPUTE_INDEXMAP"
"0.2","1","1","7","0","TRANSPOSE2_LOCAL"
"0.1","1","1","5","0","MPI_Bcast()"
"0.1","0.927","0.927","5","0","EVOLVE"
"0.1","0.76","0.76","7","0","TRANSPOSE2_FINISH"
"0.1","0.0103","0.553","2","36","COMPUTE_INITIAL_CONDITIONS"
"0.1","0.52","0.52","16","0","VRANLC"
"0.0","0.312","0.312","1","0","MPI_Barrier()"
"0.0","0.31","0.31","2","0","MPI_Comm_split()"
"0.0","0.0436","0.0914","5","5","CHECKSUM"
"0.0","0.0742","0.0742","0.125","0","CHECK_TIMER_FLAG"
"0.0","0.0478","0.0478","5","0","MPI_Reduce()"
"0.0","0.0411","0.0413","2","2","FFT_INIT"
"0.0","0.0257","0.0262","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0246","0.0246","0.125","0","PRINT_RESULTS"
"0.0","0.0221","0.0221","1","0","ALLOC_SPACE"
"0.0","0.0109","0.021","4","61.5","IPOW46"
"0.0","0.0179","0.0179","2","0","TIMER_START"
"0.0","0.0121","0.0121","77.5","0","RANDLC"
"0.0","0.00613","0.00613","32","0","TIMER_CLEAR"
"0.0","0.00413","0.00413","23","0","ILOG2"
"0.0","0.00125","0.00125","2","0","TIMER_STOP"
"0.0","0.0005","0.0005","1.125","0","TIMER_READ"
"0.0","0.000375","0.000375","1","0","MPI_Comm_size()"
"0.0","0.00025","0.00025","1","0","VERIFY"
"0.0","0.000125","0.000125","1","0","MPI_Comm_rank()"
"0.0","0.000125","0.000125","0.125","0","SET_CLASS"
