"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00387","804","1","1",".TAU_application"
"100.0","0.0955","804","1","109.25","FT"
"59.4","477","477","1","0","MPI_Finalize()"
"39.3","0.0895","316","1","10.25","SETUP"
"39.1","314","314","1","0","MPI_Init()"
"1.1","0.0299","9","22","88","FFT"
"0.6","0.0149","4","22","22","TRANSPOSE2_GLOBAL"
"0.6","4","4","22","0","MPI_Alltoall()"
"0.5","0.0155","3","20","60","TRANSPOSE_X_YZ"
"0.4","0.64","3","528","2640","CFFTZ"
"0.3","0.485","2","44","396","CFFTS1"
"0.3","2","2","2640","0","FFTZ2"
"0.2","0.213","1","22","198","CFFTS2"
"0.2","0.014","1","2","6","TRANSPOSE_XY_Z"
"0.1","0.977","0.977","5","0","MPI_Bcast()"
"0.1","0.11","0.409","20","20","CHECKSUM"
"0.0","0.4","0.4","2","0","COMPUTE_INDEXMAP"
"0.0","0.384","0.384","22","0","TRANSPOSE2_LOCAL"
"0.0","0.313","0.313","2","0","MPI_Comm_split()"
"0.0","0.299","0.299","20","0","MPI_Reduce()"
"0.0","0.243","0.243","20","0","EVOLVE"
"0.0","0.136","0.136","1","0","MPI_Barrier()"
"0.0","0.116","0.116","22","0","TRANSPOSE2_FINISH"
"0.0","0.00762","0.0851","2","20","COMPUTE_INITIAL_CONDITIONS"
"0.0","0.067","0.067","0.125","0","CHECK_TIMER_FLAG"
"0.0","0.0602","0.0602","8","0","VRANLC"
"0.0","0.0291","0.0296","2","2","FFT_INIT"
"0.0","0.0238","0.0241","1","2","GET_ACTIVE_NPROCS"
"0.0","0.021","0.021","0.125","0","PRINT_RESULTS"
"0.0","0.017","0.017","1","0","ALLOC_SPACE"
"0.0","0.00825","0.0161","4","52.25","IPOW46"
"0.0","0.0112","0.0112","68","0","ILOG2"
"0.0","0.009","0.009","60.25","0","RANDLC"
"0.0","0.00513","0.00513","2","0","TIMER_START"
"0.0","0.00487","0.00487","32","0","TIMER_CLEAR"
"0.0","0.00162","0.00162","2","0","TIMER_STOP"
"0.0","0.000375","0.000375","1","0","MPI_Comm_size()"
"0.0","0.00025","0.00025","1","0","VERIFY"
"0.0","0.000125","0.000125","0.125","0","SET_CLASS"
"0.0","0.000125","0.000125","1.125","0","TIMER_READ"
"0.0","0","0","1","0","MPI_Comm_rank()"
