"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00475","798","1","1",".TAU_application"
"100.0","0.0895","798","1","79.25","FT"
"58.8","469","469","1","0","MPI_Finalize()"
"40.4","0.0902","322","1","10.25","SETUP"
"40.3","321","321","1","0","MPI_Init()"
"0.6","0.0217","4","12","48","FFT"
"0.3","0.4","2","288","1440","CFFTZ"
"0.2","0.0107","1","12","12","TRANSPOSE2_GLOBAL"
"0.2","1","1","12","0","MPI_Alltoall()"
"0.2","0.327","1","24","216","CFFTS1"
"0.2","1","1","1440","0","FFTZ2"
"0.2","0.0075","1","10","30","TRANSPOSE_X_YZ"
"0.1","0.837","0.837","5","0","MPI_Bcast()"
"0.1","0.14","0.814","12","108","CFFTS2"
"0.1","0.0116","0.757","2","6","TRANSPOSE_XY_Z"
"0.0","0.369","0.369","2","0","COMPUTE_INDEXMAP"
"0.0","0.0634","0.348","10","10","CHECKSUM"
"0.0","0.33","0.33","2","0","MPI_Comm_split()"
"0.0","0.285","0.285","10","0","MPI_Reduce()"
"0.0","0.272","0.272","12","0","TRANSPOSE2_LOCAL"
"0.0","0.136","0.136","10","0","EVOLVE"
"0.0","0.00725","0.0887","2","20","COMPUTE_INITIAL_CONDITIONS"
"0.0","0.0784","0.0784","12","0","TRANSPOSE2_FINISH"
"0.0","0.0625","0.0625","8","0","VRANLC"
"0.0","0.0535","0.0535","0.125","0","CHECK_TIMER_FLAG"
"0.0","0.0524","0.0524","1","0","MPI_Barrier()"
"0.0","0.0275","0.0278","2","2","FFT_INIT"
"0.0","0.0238","0.0244","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0214","0.0214","0.125","0","PRINT_RESULTS"
"0.0","0.00937","0.0181","4","52.25","IPOW46"
"0.0","0.0174","0.0174","1","0","ALLOC_SPACE"
"0.0","0.00962","0.00962","60.25","0","RANDLC"
"0.0","0.00762","0.00762","38","0","ILOG2"
"0.0","0.0065","0.0065","2","0","TIMER_START"
"0.0","0.00487","0.00487","32","0","TIMER_CLEAR"
"0.0","0.00075","0.00075","2","0","TIMER_STOP"
"0.0","0.0005","0.0005","1","0","MPI_Comm_size()"
"0.0","0.000125","0.000125","1","0","MPI_Comm_rank()"
"0.0","0.000125","0.000125","1","0","VERIFY"
"0.0","0","0","0.125","0","SET_CLASS"
"0.0","0","0","1.125","0","TIMER_READ"
