"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00393","5,506","1","1",".TAU_application"
"100.0","0.357","5,506","1","124.016","FT"
"72.8","0.171","4,007","27","108","FFT"
"28.7","105","1,582","10368","93312","CFFTZ"
"27.5","0.0765","1,515","25","75","TRANSPOSE_X_YZ"
"26.8","1,477","1,477","93312","0","FFTZ2"
"24.6","297","1,352","54","6966","CFFTS1"
"18.7","0.0819","1,031","27","27","TRANSPOSE2_GLOBAL"
"18.7","1,031","1,031","27","0","MPI_Alltoall()"
"15.7","338","865","27","3483","CFFTS2"
"10.0","0.0491","549","1","10.0156","SETUP"
"9.9","544","544","1","0","MPI_Init()"
"8.2","449","449","1","0","MPI_Finalize()"
"7.4","409","409","27","0","TRANSPOSE2_LOCAL"
"6.3","347","347","27","0","TRANSPOSE2_FINISH"
"5.6","310","310","25","0","EVOLVE"
"5.0","0.0201","272","2","6","TRANSPOSE_XY_Z"
"1.6","88","88","2","0","COMPUTE_INDEXMAP"
"1.3","0.175","71","25","25","CHECKSUM"
"1.3","71","71","25","0","MPI_Reduce()"
"0.3","16","16","1","0","MPI_Barrier()"
"0.2","0.0149","13","2","20","COMPUTE_INITIAL_CONDITIONS"
"0.2","13","13","8","0","VRANLC"
"0.0","1","1","1","0","ALLOC_SPACE"
"0.0","1","1","2","0","MPI_Comm_split()"
"0.0","1","1","5","0","MPI_Bcast()"
"0.0","0.135","0.135","2","2","FFT_INIT"
"0.0","0.0165","0.0307","4","98.7031","IPOW46"
"0.0","0.0295","0.0295","83","0","ILOG2"
"0.0","0.026","0.0267","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0165","0.0165","106.703","0","RANDLC"
"0.0","0.0103","0.0103","2","0","TIMER_START"
"0.0","0.00502","0.00502","32","0","TIMER_CLEAR"
"0.0","0.00374","0.00374","0.0078125","0","CHECK_TIMER_FLAG"
"0.0","0.00191","0.00191","2","0","TIMER_STOP"
"0.0","0.00107","0.00107","0.0078125","0","PRINT_RESULTS"
"0.0","0.000406","0.000406","1","0","MPI_Comm_size()"
"0.0","0.000227","0.000227","1","0","MPI_Comm_rank()"
"0.0","0.00018","0.00018","1","0","VERIFY"
"0.0","0.000125","0.000125","1.00781","0","TIMER_READ"
"0.0","7.81E-06","7.81E-06","0.0078125","0","SET_CLASS"
