"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00438","920","1","1",".TAU_application"
"100.0","0.0766","920","1","64.0625","FT"
"61.6","567","567","1","0","MPI_Finalize()"
"37.3","0.295","343","1","10.0625","SETUP"
"37.1","341","341","1","0","MPI_Init()"
"0.9","0.0361","8","7","28","FFT"
"0.5","0.00691","4","7","7","TRANSPOSE2_GLOBAL"
"0.5","4","4","7","0","MPI_Alltoall()"
"0.3","0.0102","3","2","6","TRANSPOSE_XY_Z"
"0.2","0.168","2","168","1008","CFFTZ"
"0.2","0.00375","2","5","15","TRANSPOSE_X_YZ"
"0.2","1","1","1008","0","FFTZ2"
"0.2","0.384","1","14","126","CFFTS1"
"0.1","0.879","0.879","5","0","MPI_Bcast()"
"0.1","0.162","0.876","7","63","CFFTS2"
"0.1","0.74","0.74","2","0","MPI_Comm_split()"
"0.1","0.72","0.72","2","0","COMPUTE_INDEXMAP"
"0.0","0.349","0.349","7","0","TRANSPOSE2_LOCAL"
"0.0","0.0267","0.163","5","5","CHECKSUM"
"0.0","0.00513","0.149","2","12","COMPUTE_INITIAL_CONDITIONS"
"0.0","0.144","0.144","5","0","EVOLVE"
"0.0","0.139","0.139","7","0","TRANSPOSE2_FINISH"
"0.0","0.137","0.137","5","0","MPI_Reduce()"
"0.0","0.132","0.132","1","0","MPI_Barrier()"
"0.0","0.121","0.121","4","0","VRANLC"
"0.0","0.0371","0.0374","2","2","FFT_INIT"
"0.0","0.0255","0.0261","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0256","0.0256","1","0","ALLOC_SPACE"
"0.0","0.0127","0.0224","4","66.25","IPOW46"
"0.0","0.0127","0.0127","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.0104","0.0104","70.25","0","RANDLC"
"0.0","0.00966","0.00966","2","0","TIMER_START"
"0.0","0.00513","0.00513","32","0","TIMER_CLEAR"
"0.0","0.00397","0.00397","0.03125","0","PRINT_RESULTS"
"0.0","0.00369","0.00369","23","0","ILOG2"
"0.0","0.00116","0.00116","2","0","TIMER_STOP"
"0.0","0.000438","0.000438","1","0","MPI_Comm_size()"
"0.0","0.00025","0.00025","1.03125","0","TIMER_READ"
"0.0","0.000219","0.000219","1","0","VERIFY"
"0.0","0.000125","0.000125","1","0","MPI_Comm_rank()"
"0.0","3.13E-05","3.13E-05","0.03125","0","SET_CLASS"
