"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.006","863","1","1",".TAU_application"
"100.0","0.0659","863","1","33.25","int_main(int_char_**)"
"55.9","482","482","1","0","MPI_Finalize()"
"36.4","314","314","1","0","MPI_Init()"
"4.6","17","39","1","131072","void_create_seq(double_double)"
"2.9","1","25","11","33","void_rank(int)"
"2.5","21","21","11","0","MPI_Allreduce()"
"2.5","21","21","131092","0","double_randlc(double_*_double_*)"
"0.1","1","1","11","0","MPI_Alltoallv()"
"0.1","0.584","0.584","1","0","MPI_Comm_dup()"
"0.1","0.492","0.492","11","0","MPI_Alltoall()"
"0.0","0.243","0.243","1","0","MPI_Bcast()"
"0.0","0.0999","0.122","1","2.625","void_full_verify(void)"
"0.0","0.0238","0.0238","0.125","0","int_check_timer_flag(void)"
"0.0","0.0191","0.0191","1","0","void_alloc_space(void)"
"0.0","0.018","0.018","0.875","0","MPI_Wait()"
"0.0","0.0163","0.0163","2","0","MPI_Reduce()"
"0.0","0.012","0.012","0.125","0","void_c_print_results(char_*_char_int_int_int_int_int_int_double_double_char_*_int_char_*_char_*_char_*_char_*_char_*_char_*_char_*_char_*)"
"0.0","0.00662","0.0104","1","19.75","double_find_my_seed(int_int_long_double_double)"
"0.0","0.0055","0.0055","1","0","MPI_Comm_size()"
"0.0","0.00313","0.00313","1","0","MPI_Comm_rank()"
"0.0","0.00287","0.00287","1","0","void_timer_start(int)"
"0.0","0.00275","0.00275","0.875","0","MPI_Send()"
"0.0","0.00162","0.00162","0.875","0","MPI_Irecv()"
"0.0","0.001","0.001","7","0","void_timer_clear(int)"
"0.0","0.000375","0.000375","1","0","void_timer_stop(int)"
"0.0","0.000125","0.000125","1","0","double_timer_read(int)"
