"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00775","10,745","1","1",".TAU_application"
"100.0","0.0897","10,745","1","33.25","int_main(int_char_**)"
"78.2","3,653","8,407","1","3.35544E+07","void_create_seq(double_double)"
"44.2","4,754","4,754","3.35545E+07","0","double_randlc(double_*_double_*)"
"13.3","983","1,432","11","33","void_rank(int)"
"4.5","481","481","1","0","MPI_Finalize()"
"3.7","398","398","1","0","MPI_Init()"
"2.9","315","315","11","0","MPI_Allreduce()"
"1.2","132","132","11","0","MPI_Alltoallv()"
"0.2","22","23","1","2.625","void_full_verify(void)"
"0.0","1","1","1","0","void_alloc_space(void)"
"0.0","0.579","0.579","11","0","MPI_Alltoall()"
"0.0","0.535","0.535","1","0","MPI_Comm_dup()"
"0.0","0.39","0.39","0.875","0","MPI_Wait()"
"0.0","0.259","0.259","1","0","MPI_Bcast()"
"0.0","0.162","0.162","2","0","MPI_Reduce()"
"0.0","0.0262","0.0262","0.125","0","int_check_timer_flag(void)"
"0.0","0.00713","0.012","1","27.75","double_find_my_seed(int_int_long_double_double)"
"0.0","0.00925","0.00925","0.125","0","void_c_print_results(char_*_char_int_int_int_int_int_int_double_double_char_*_int_char_*_char_*_char_*_char_*_char_*_char_*_char_*_char_*)"
"0.0","0.0045","0.0045","0.875","0","MPI_Send()"
"0.0","0.00438","0.00438","0.875","0","MPI_Irecv()"
"0.0","0.00438","0.00438","1","0","void_timer_start(int)"
"0.0","0.00325","0.00325","1","0","MPI_Comm_rank()"
"0.0","0.0025","0.0025","1","0","MPI_Comm_size()"
"0.0","0.00112","0.00112","7","0","void_timer_clear(int)"
"0.0","0.000875","0.000875","1","0","void_timer_stop(int)"
"0.0","0.00025","0.00025","1","0","double_timer_read(int)"
