"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00637","875","1","1",".TAU_application"
"100.0","0.068","875","1","33.25","int_main(int_char_**)"
"55.4","484","484","1","0","MPI_Finalize()"
"37.1","324","324","1","0","MPI_Init()"
"5.2","21","45","1","131072","void_create_seq(double_double)"
"2.8","24","24","131092","0","double_randlc(double_*_double_*)"
"2.2","2","19","11","33","void_rank(int)"
"1.7","14","14","11","0","MPI_Allreduce()"
"0.1","1","1","11","0","MPI_Alltoallv()"
"0.1","0.538","0.538","1","0","MPI_Comm_dup()"
"0.1","0.454","0.454","11","0","MPI_Alltoall()"
"0.0","0.307","0.307","1","0","MPI_Bcast()"
"0.0","0.109","0.125","1","2.625","void_full_verify(void)"
"0.0","0.0281","0.0281","0.125","0","int_check_timer_flag(void)"
"0.0","0.0192","0.0192","1","0","void_alloc_space(void)"
"0.0","0.0145","0.0145","2","0","MPI_Reduce()"
"0.0","0.0129","0.0129","0.875","0","MPI_Wait()"
"0.0","0.0105","0.0105","0.125","0","void_c_print_results(char_*_char_int_int_int_int_int_int_double_double_char_*_int_char_*_char_*_char_*_char_*_char_*_char_*_char_*_char_*)"
"0.0","0.006","0.00988","1","19.75","double_find_my_seed(int_int_long_double_double)"
"0.0","0.00525","0.00525","1","0","MPI_Comm_rank()"
"0.0","0.00425","0.00425","1","0","void_timer_start(int)"
"0.0","0.00275","0.00275","1","0","MPI_Comm_size()"
"0.0","0.00187","0.00187","0.875","0","MPI_Irecv()"
"0.0","0.00187","0.00187","0.875","0","MPI_Send()"
"0.0","0.00137","0.00137","7","0","void_timer_clear(int)"
"0.0","0.00075","0.00075","1","0","void_timer_stop(int)"
"0.0","0","0","1","0","double_timer_read(int)"
