"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00613","863","1","1",".TAU_application"
"100.0","0.065","863","1","33.25","int_main(int_char_**)"
"54.6","471","471","1","0","MPI_Finalize()"
"41.1","354","354","1","0","MPI_Init()"
"3.7","13","31","1","131072","void_create_seq(double_double)"
"2.1","18","18","131092","0","double_randlc(double_*_double_*)"
"0.4","1","3","11","33","void_rank(int)"
"0.1","1","1","11","0","MPI_Alltoallv()"
"0.1","0.691","0.691","11","0","MPI_Allreduce()"
"0.1","0.498","0.498","1","0","MPI_Comm_dup()"
"0.0","0.422","0.422","11","0","MPI_Alltoall()"
"0.0","0.256","0.256","1","0","MPI_Bcast()"
"0.0","0.156","0.163","1","2.625","void_full_verify(void)"
"0.0","0.0254","0.0254","0.125","0","int_check_timer_flag(void)"
"0.0","0.0179","0.0179","2","0","MPI_Reduce()"
"0.0","0.0168","0.0168","1","0","void_alloc_space(void)"
"0.0","0.011","0.011","0.125","0","void_c_print_results(char_*_char_int_int_int_int_int_int_double_double_char_*_int_char_*_char_*_char_*_char_*_char_*_char_*_char_*_char_*)"
"0.0","0.00525","0.00825","1","19.75","double_find_my_seed(int_int_long_double_double)"
"0.0","0.00337","0.00337","0.875","0","MPI_Wait()"
"0.0","0.00275","0.00275","1","0","void_timer_start(int)"
"0.0","0.00237","0.00237","1","0","MPI_Comm_rank()"
"0.0","0.00237","0.00237","0.875","0","MPI_Send()"
"0.0","0.00225","0.00225","1","0","MPI_Comm_size()"
"0.0","0.00137","0.00137","7","0","void_timer_clear(int)"
"0.0","0.00112","0.00112","0.875","0","MPI_Irecv()"
"0.0","0","0","1","0","double_timer_read(int)"
"0.0","0","0","1","0","void_timer_stop(int)"
