"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00567","985","1","1",".TAU_application"
"100.0","0.227","985","1","90.0469","MG_MPI"
"57.4","565","565","1","0","MPI_Finalize()"
"41.1","405","405","1","0","MPI_Init()"
"0.7","0.526","6","235","3605.25","COMM3"
"0.7","0.0953","6","21","336","MG3P"
"0.4","3","3","1252.5","0","MPI_Wait()"
"0.4","0.414","3","1189.5","1189.5","TAKE3"
"0.3","0.0474","2","86","86","RESID"
"0.3","2","2","7","0","MPI_Bcast()"
"0.2","0.11","2","2","278.688","ZRAN3"
"0.2","2","2","88","0","MPI_Allreduce()"
"0.2","0.0381","1","84","84","PSINV"
"0.2","0.409","1","1189.5","1189.5","GIVE3"
"0.1","0.0239","1","63","63","RPRJ3"
"0.1","1","1","1252.5","0","MPI_Send()"
"0.1","1","1","6","0","MPI_Barrier()"
"0.1","0.00391","1","4","8","NORM2U3"
"0.1","0.0417","0.983","63","63","INTERP"
"0.1","0.0426","0.941","63","189","COMM3_EX"
"0.1","0.446","0.791","1252.5","1252.5","READY"
"0.1","0.0238","0.775","63","63","TAKE3_EX"
"0.0","0.352","0.352","2","0","TIMER_START"
"0.0","0.345","0.345","1252.5","0","MPI_Irecv()"
"0.0","0.0212","0.0808","63","63","GIVE3_EX"
"0.0","0.0256","0.0263","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0235","0.0235","103.75","0","ZERO3"
"0.0","0.019","0.019","110.688","0","BUBBLE"
"0.0","0.00967","0.0179","6","58.7188","POWER"
"0.0","0.0141","0.0141","100.719","0","RANDLC"
"0.0","0.0133","0.0133","1","0","ALLOC_SPACE"
"0.0","0.0105","0.0105","2","0","SETUP"
"0.0","0.00856","0.00856","0.015625","0","CHECK_TIMER_FLAG"
"0.0","0.00806","0.00806","1","0","MPI_Reduce()"
"0.0","0.00498","0.00498","32","0","VRANLC"
"0.0","0.00255","0.00255","17","0","TIMER_CLEAR"
"0.0","0.00189","0.00189","0.015625","0","PRINT_RESULTS"
"0.0","0.000734","0.000734","2","0","TIMER_STOP"
"0.0","0.000438","0.000438","1","0","MPI_Comm_size()"
"0.0","0.00025","0.00025","1","0","MPI_Comm_rank()"
"0.0","0.000125","0.000125","1.01562","0","TIMER_READ"
