"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00575","1,222","1","1",".TAU_application"
"100.0","0.307","1,222","1","130.006","MG_MPI"
"47.8","584","584","1","0","MPI_Init()"
"41.6","508","508","1","0","MPI_Finalize()"
"7.9","0.514","96","41","1476","MG3P"
"7.0","2","85","947","13844.2","COMM3"
"5.5","67","67","4736.44","0","MPI_Wait()"
"5.2","3","63","4551.94","4551.94","TAKE3"
"3.5","9","43","330","330","RESID"
"2.4","1","29","287","287","RPRJ3"
"2.4","5","29","328","328","PSINV"
"1.1","3","13","4551.94","4551.94","GIVE3"
"0.9","0.989","11","2","4619.52","ZRAN3"
"0.8","10","10","4736.44","0","MPI_Send()"
"0.8","2","9","287","287","INTERP"
"0.7","8","8","6","0","MPI_Barrier()"
"0.6","0.148","7","287","553.5","COMM3_EX"
"0.6","0.0741","7","184.5","184.5","TAKE3_EX"
"0.6","5","6","4736.44","4736.44","READY"
"0.3","4","4","88","0","MPI_Allreduce()"
"0.2","0.208","2","4","8","NORM2U3"
"0.1","1","1","4736.44","0","MPI_Irecv()"
"0.1","1","1","7","0","MPI_Bcast()"
"0.1","0.881","0.881","479.344","0","ZERO3"
"0.0","0.472","0.472","2048","0","VRANLC"
"0.0","0.379","0.379","2223.58","0","RANDLC"
"0.0","0.0732","0.305","184.5","184.5","GIVE3_EX"
"0.0","0.0709","0.0709","363.52","0","BUBBLE"
"0.0","0.0207","0.0391","6","109.578","POWER"
"0.0","0.0344","0.035","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0279","0.0279","1","0","ALLOC_SPACE"
"0.0","0.0277","0.0277","2","0","TIMER_START"
"0.0","0.0146","0.0146","1","0","MPI_Reduce()"
"0.0","0.0118","0.0118","2","0","SETUP"
"0.0","0.00295","0.00295","17","0","TIMER_CLEAR"
"0.0","0.00105","0.00105","2","0","TIMER_STOP"
"0.0","0.00103","0.00103","0.00195312","0","CHECK_TIMER_FLAG"
"0.0","0.00041","0.00041","1","0","MPI_Comm_size()"
"0.0","0.000303","0.000303","0.00195312","0","PRINT_RESULTS"
"0.0","0.000268","0.000268","1","0","MPI_Comm_rank()"
"0.0","0.000115","0.000115","1.00195","0","TIMER_READ"
