"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00662","1,094","1","1",".TAU_application"
"100.0","0.208","1,094","1","90.375","MG_MPI"
"67.2","734","734","1","0","MPI_Finalize()"
"29.4","321","321","1","0","MPI_Init()"
"2.3","0.196","25","21","546","MG3P"
"2.0","0.965","22","361","6498","COMM3"
"1.4","4","15","128","128","RESID"
"1.1","1","11","2166","2166","TAKE3"
"0.9","10","10","2166","0","MPI_Wait()"
"0.9","2","9","126","126","PSINV"
"0.6","1","6","2166","2166","GIVE3"
"0.5","0.945","5","105","105","RPRJ3"
"0.4","4","4","2166","0","MPI_Send()"
"0.3","0.798","3","2","4629.25","ZRAN3"
"0.3","2","3","2166","2166","READY"
"0.1","1","1","6","0","MPI_Barrier()"
"0.1","1","1","105","105","INTERP"
"0.1","0.83","0.83","2166","0","MPI_Irecv()"
"0.1","0.791","0.791","7","0","MPI_Bcast()"
"0.1","0.674","0.674","88","0","MPI_Allreduce()"
"0.1","0.672","0.672","109","0","ZERO3"
"0.0","0.42","0.42","2048","0","VRANLC"
"0.0","0.192","0.368","4","8","NORM2U3"
"0.0","0.319","0.319","2186.5","0","RANDLC"
"0.0","0.0638","0.0638","373.25","0","BUBBLE"
"0.0","0.0602","0.0602","0.125","0","CHECK_TIMER_FLAG"
"0.0","0.0264","0.0274","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0274","0.0274","0.125","0","PRINT_RESULTS"
"0.0","0.026","0.026","1","0","ALLOC_SPACE"
"0.0","0.0127","0.0234","6","72.5","POWER"
"0.0","0.0182","0.0182","105","0","COMM3_EX"
"0.0","0.0104","0.0104","1","0","MPI_Reduce()"
"0.0","0.0101","0.0101","2","0","SETUP"
"0.0","0.00863","0.00863","2","0","TIMER_START"
"0.0","0.00313","0.00313","17","0","TIMER_CLEAR"
"0.0","0.00175","0.00175","2","0","TIMER_STOP"
"0.0","0.000625","0.000625","1","0","MPI_Comm_size()"
"0.0","0.000375","0.000375","1","0","MPI_Comm_rank()"
"0.0","0.00025","0.00025","1.125","0","TIMER_READ"
