"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.006","983","1","1",".TAU_application"
"100.0","0.17","983","1","70.0469","MG_MPI"
"58.2","571","571","1","0","MPI_Finalize()"
"40.5","397","397","1","0","MPI_Init()"
"0.7","0.0947","6","11","286","MG3P"
"0.7","0.454","6","191","3110.75","COMM3"
"0.4","0.454","3","1030.5","1030.5","TAKE3"
"0.4","3","3","1063.5","0","MPI_Wait()"
"0.3","0.388","3","68","68","RESID"
"0.3","0.284","3","2","1425.66","ZRAN3"
"0.2","0.203","2","66","66","PSINV"
"0.2","1","1","6","0","MPI_Barrier()"
"0.2","0.443","1","1030.5","1030.5","GIVE3"
"0.2","0.0887","1","55","55","RPRJ3"
"0.1","1","1","88","0","MPI_Allreduce()"
"0.1","1","1","1063.5","0","MPI_Send()"
"0.1","0.83","0.83","7","0","MPI_Bcast()"
"0.1","0.513","0.829","1063.5","1063.5","READY"
"0.1","0.121","0.621","55","55","INTERP"
"0.1","0.0307","0.5","55","99","COMM3_EX"
"0.0","0.0268","0.406","4","8","NORM2U3"
"0.0","0.0137","0.398","33","33","TAKE3_EX"
"0.0","0.316","0.316","1063.5","0","MPI_Irecv()"
"0.0","0.103","0.103","78.25","0","ZERO3"
"0.0","0.088","0.088","627.406","0","RANDLC"
"0.0","0.0864","0.0864","512","0","VRANLC"
"0.0","0.053","0.053","2","0","TIMER_START"
"0.0","0.013","0.046","33","33","GIVE3_EX"
"0.0","0.0451","0.0451","273.656","0","BUBBLE"
"0.0","0.0261","0.0266","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0266","0.0266","2","0","SETUP"
"0.0","0.0125","0.0239","6","81.4062","POWER"
"0.0","0.0198","0.0198","1","0","ALLOC_SPACE"
"0.0","0.00867","0.00867","1","0","MPI_Reduce()"
"0.0","0.00814","0.00814","0.015625","0","CHECK_TIMER_FLAG"
"0.0","0.00213","0.00213","17","0","TIMER_CLEAR"
"0.0","0.00184","0.00184","0.015625","0","PRINT_RESULTS"
"0.0","0.000812","0.000812","2","0","TIMER_STOP"
"0.0","0.000297","0.000297","1","0","MPI_Comm_size()"
"0.0","0.000219","0.000219","1.01562","0","TIMER_READ"
"0.0","0.000156","0.000156","1","0","MPI_Comm_rank()"
