"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00931","1,065","1","1",".TAU_application"
"100.0","0.17","1,065","1","90.1875","MG_MPI"
"66.4","707","707","1","0","MPI_Finalize()"
"32.7","349","349","1","0","MPI_Init()"
"0.6","0.45","5","172","2739","COMM3"
"0.5","0.0731","5","21","231","MG3P"
"0.3","3","3","927","0","MPI_Wait()"
"0.3","0.362","3","906","906","TAKE3"
"0.2","0.0347","2","65","65","RESID"
"0.2","0.0291","2","63","63","PSINV"
"0.1","0.349","1","906","906","GIVE3"
"0.1","0.0664","1","2","216.375","ZRAN3"
"0.1","0.0173","0.981","42","42","RPRJ3"
"0.1","0.935","0.935","927","0","MPI_Send()"
"0.1","0.809","0.809","88","0","MPI_Allreduce()"
"0.1","0.808","0.808","7","0","MPI_Bcast()"
"0.1","0.0391","0.684","42","42","INTERP"
"0.1","0.382","0.676","927","927","READY"
"0.1","0.0223","0.645","42","63","COMM3_EX"
"0.1","0.00688","0.588","21","21","TAKE3_EX"
"0.0","0.408","0.408","6","0","MPI_Barrier()"
"0.0","0.294","0.294","927","0","MPI_Irecv()"
"0.0","0.0045","0.105","4","8","NORM2U3"
"0.0","0.0634","0.0634","2","0","TIMER_START"
"0.0","0.0336","0.0336","0.0625","0","CHECK_TIMER_FLAG"
"0.0","0.0288","0.0296","1","2","GET_ACTIVE_NPROCS"
"0.0","0.009","0.0204","21","21","GIVE3_EX"
"0.0","0.0173","0.0173","67","0","ZERO3"
"0.0","0.017","0.017","84.375","0","BUBBLE"
"0.0","0.00887","0.0165","6","44.875","POWER"
"0.0","0.0122","0.0122","66.875","0","RANDLC"
"0.0","0.0113","0.0113","1","0","MPI_Reduce()"
"0.0","0.0103","0.0103","1","0","ALLOC_SPACE"
"0.0","0.00981","0.00981","0.0625","0","PRINT_RESULTS"
"0.0","0.00631","0.00631","2","0","SETUP"
"0.0","0.0035","0.0035","17","0","TIMER_CLEAR"
"0.0","0.00175","0.00175","16","0","VRANLC"
"0.0","0.00112","0.00112","2","0","TIMER_STOP"
"0.0","0.000438","0.000438","1","0","MPI_Comm_rank()"
"0.0","0.000375","0.000375","1","0","MPI_Comm_size()"
"0.0","0.000188","0.000188","1.0625","0","TIMER_READ"
