"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00497","925","1","1",".TAU_application"
"100.0","0.0895","925","1","64.0625","FT"
"50.0","462","462","1","0","MPI_Finalize()"
"41.9","0.55","388","1","10.0625","SETUP"
"41.6","385","385","1","0","MPI_Init()"
"7.0","0.0382","64","7","28","FFT"
"3.8","0.0116","35","7","7","TRANSPOSE2_GLOBAL"
"3.8","35","35","7","0","MPI_Alltoall()"
"2.7","0.00784","24","5","15","TRANSPOSE_X_YZ"
"2.0","1","18","672","4704","CFFTZ"
"1.8","17","17","4704","0","FFTZ2"
"1.7","3","15","14","462","CFFTS1"
"1.7","0.0132","15","2","6","TRANSPOSE_XY_Z"
"0.9","1","8","7","231","CFFTS2"
"0.6","5","5","2","0","COMPUTE_INDEXMAP"
"0.4","3","3","7","0","TRANSPOSE2_LOCAL"
"0.2","2","2","7","0","TRANSPOSE2_FINISH"
"0.2","1","1","5","0","EVOLVE"
"0.1","1","1","1","0","MPI_Barrier()"
"0.1","1","1","5","0","MPI_Bcast()"
"0.1","0.943","0.943","2","0","MPI_Comm_split()"
"0.1","0.00912","0.939","2","20","COMPUTE_INITIAL_CONDITIONS"
"0.1","0.908","0.908","8","0","VRANLC"
"0.1","0.0343","0.783","5","5","CHECKSUM"
"0.1","0.749","0.749","5","0","MPI_Reduce()"
"0.0","0.0593","0.0595","2","2","FFT_INIT"
"0.0","0.0314","0.0322","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0259","0.0259","1","0","ALLOC_SPACE"
"0.0","0.0108","0.0208","4","76.0625","IPOW46"
"0.0","0.016","0.016","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.0149","0.0149","2","0","TIMER_START"
"0.0","0.0111","0.0111","84.0625","0","RANDLC"
"0.0","0.00509","0.00509","32","0","TIMER_CLEAR"
"0.0","0.00403","0.00403","23","0","ILOG2"
"0.0","0.00363","0.00363","0.03125","0","PRINT_RESULTS"
"0.0","0.00175","0.00175","2","0","TIMER_STOP"
"0.0","0.0005","0.0005","1","0","MPI_Comm_size()"
"0.0","0.000219","0.000219","1","0","MPI_Comm_rank()"
"0.0","0.000219","0.000219","1.03125","0","TIMER_READ"
"0.0","0.000188","0.000188","1","0","VERIFY"
"0.0","3.13E-05","3.13E-05","0.03125","0","SET_CLASS"
