"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00372","948","1","1",".TAU_application"
"100.0","0.0769","948","1","64.0312","FT"
"53.3","0.0684","505","1","10.0312","SETUP"
"53.1","503","503","1","0","MPI_Init()"
"45.8","434","434","1","0","MPI_Finalize()"
"0.8","0.0375","7","7","28","FFT"
"0.6","0.00627","5","7","7","TRANSPOSE2_GLOBAL"
"0.6","5","5","7","0","MPI_Alltoall()"
"0.5","0.00955","4","2","6","TRANSPOSE_XY_Z"
"0.2","0.00423","1","5","15","TRANSPOSE_X_YZ"
"0.1","0.0917","1","84","504","CFFTZ"
"0.1","1","1","504","0","FFTZ2"
"0.1","0.217","0.987","14","70","CFFTS1"
"0.1","0.926","0.926","5","0","MPI_Bcast()"
"0.1","0.711","0.711","2","0","MPI_Comm_split()"
"0.0","0.0828","0.464","7","35","CFFTS2"
"0.0","0.38","0.38","2","0","COMPUTE_INDEXMAP"
"0.0","0.274","0.274","1","0","MPI_Barrier()"
"0.0","0.169","0.169","7","0","TRANSPOSE2_LOCAL"
"0.0","0.0279","0.154","5","5","CHECKSUM"
"0.0","0.126","0.126","5","0","MPI_Reduce()"
"0.0","0.0987","0.0987","7","0","TRANSPOSE2_FINISH"
"0.0","0.00548","0.0899","2","8","COMPUTE_INITIAL_CONDITIONS"
"0.0","0.0662","0.0662","5","0","EVOLVE"
"0.0","0.0597","0.0597","2","0","VRANLC"
"0.0","0.0405","0.0409","2","2","FFT_INIT"
"0.0","0.024","0.0247","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0125","0.0243","4","67.6562","IPOW46"
"0.0","0.0218","0.0218","2","0","TIMER_START"
"0.0","0.019","0.019","1","0","ALLOC_SPACE"
"0.0","0.0122","0.0122","69.6562","0","RANDLC"
"0.0","0.00622","0.00622","0.015625","0","CHECK_TIMER_FLAG"
"0.0","0.00541","0.00541","32","0","TIMER_CLEAR"
"0.0","0.00406","0.00406","23","0","ILOG2"
"0.0","0.00258","0.00258","0.015625","0","PRINT_RESULTS"
"0.0","0.000984","0.000984","2","0","TIMER_STOP"
"0.0","0.0005","0.0005","1","0","MPI_Comm_size()"
"0.0","0.000281","0.000281","1.01562","0","TIMER_READ"
"0.0","0.000219","0.000219","1","0","VERIFY"
"0.0","0.000172","0.000172","1","0","MPI_Comm_rank()"
"0.0","0","0","0.015625","0","SET_CLASS"
