"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00406","941","1","1",".TAU_application"
"100.0","0.0754","941","1","79.125","FT"
"65.7","618","618","1","0","MPI_Finalize()"
"33.9","0.0631","319","1","10.125","SETUP"
"33.7","317","317","1","0","MPI_Init()"
"0.3","0.0283","3","12","48","FFT"
"0.2","0.00869","1","12","12","TRANSPOSE2_GLOBAL"
"0.2","1","1","12","0","MPI_Alltoall()"
"0.1","0.0101","1","2","6","TRANSPOSE_XY_Z"
"0.1","0.983","0.983","5","0","MPI_Bcast()"
"0.1","0.00688","0.976","10","30","TRANSPOSE_X_YZ"
"0.1","0.188","0.951","144","720","CFFTZ"
"0.1","0.162","0.798","24","120","CFFTS1"
"0.1","0.763","0.763","720","0","FFTZ2"
"0.0","0.428","0.428","2","0","MPI_Comm_split()"
"0.0","0.0696","0.39","12","60","CFFTS2"
"0.0","0.192","0.192","2","0","COMPUTE_INDEXMAP"
"0.0","0.0447","0.171","10","10","CHECKSUM"
"0.0","0.128","0.128","12","0","TRANSPOSE2_LOCAL"
"0.0","0.126","0.126","10","0","MPI_Reduce()"
"0.0","0.115","0.115","1","0","MPI_Barrier()"
"0.0","0.0622","0.0622","10","0","EVOLVE"
"0.0","0.00669","0.0548","2","12","COMPUTE_INITIAL_CONDITIONS"
"0.0","0.0427","0.0427","12","0","TRANSPOSE2_FINISH"
"0.0","0.0291","0.0291","4","0","VRANLC"
"0.0","0.0278","0.0279","2","2","FFT_INIT"
"0.0","0.0265","0.0269","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0264","0.0264","0.0625","0","CHECK_TIMER_FLAG"
"0.0","0.0101","0.0183","4","54.75","IPOW46"
"0.0","0.0158","0.0158","1","0","ALLOC_SPACE"
"0.0","0.00906","0.00906","0.0625","0","PRINT_RESULTS"
"0.0","0.00887","0.00887","58.75","0","RANDLC"
"0.0","0.00644","0.00644","2","0","TIMER_START"
"0.0","0.00556","0.00556","38","0","ILOG2"
"0.0","0.00537","0.00537","32","0","TIMER_CLEAR"
"0.0","0.000812","0.000812","2","0","TIMER_STOP"
"0.0","0.000313","0.000313","1","0","VERIFY"
"0.0","0.00025","0.00025","1","0","MPI_Comm_size()"
"0.0","0.00025","0.00025","1.0625","0","TIMER_READ"
"0.0","0.000125","0.000125","1","0","MPI_Comm_rank()"
"0.0","6.25E-05","6.25E-05","0.0625","0","SET_CLASS"
