"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00381","934","1","1",".TAU_application"
"100.0","0.0852","934","1","94.125","FT"
"59.1","552","552","1","0","MPI_Finalize()"
"37.8","0.0606","353","1","10.125","SETUP"
"37.7","352","352","1","0","MPI_Init()"
"2.7","0.0322","25","17","68","FFT"
"1.1","0.0159","10","17","17","TRANSPOSE2_GLOBAL"
"1.1","0.779","10","816","4896","CFFTZ"
"1.1","10","10","17","0","MPI_Alltoall()"
"1.0","0.0124","9","15","45","TRANSPOSE_X_YZ"
"1.0","9","9","4896","0","FFTZ2"
"0.9","1","8","34","578","CFFTS1"
"0.5","0.781","4","17","289","CFFTS2"
"0.3","0.00706","2","2","6","TRANSPOSE_XY_Z"
"0.2","1","1","17","0","TRANSPOSE2_LOCAL"
"0.1","1","1","2","0","COMPUTE_INDEXMAP"
"0.1","0.0673","1","15","15","CHECKSUM"
"0.1","0.956","0.956","15","0","MPI_Reduce()"
"0.1","0.888","0.888","5","0","MPI_Bcast()"
"0.1","0.846","0.846","15","0","EVOLVE"
"0.1","0.585","0.585","17","0","TRANSPOSE2_FINISH"
"0.1","0.476","0.476","2","0","MPI_Comm_split()"
"0.0","0.0085","0.265","2","20","COMPUTE_INITIAL_CONDITIONS"
"0.0","0.235","0.235","8","0","VRANLC"
"0.0","0.18","0.18","1","0","MPI_Barrier()"
"0.0","0.0355","0.0359","2","2","FFT_INIT"
"0.0","0.0261","0.0261","0.0625","0","CHECK_TIMER_FLAG"
"0.0","0.0221","0.0221","1","0","ALLOC_SPACE"
"0.0","0.0213","0.0216","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0101","0.0198","4","64.375","IPOW46"
"0.0","0.0111","0.0111","72.375","0","RANDLC"
"0.0","0.00788","0.00788","0.0625","0","PRINT_RESULTS"
"0.0","0.00775","0.00775","53","0","ILOG2"
"0.0","0.005","0.005","2","0","TIMER_START"
"0.0","0.0045","0.0045","32","0","TIMER_CLEAR"
"0.0","0.00144","0.00144","2","0","TIMER_STOP"
"0.0","0.00025","0.00025","1","0","VERIFY"
"0.0","0.000188","0.000188","1","0","MPI_Comm_rank()"
"0.0","0.000125","0.000125","1","0","MPI_Comm_size()"
"0.0","0.000125","0.000125","1.0625","0","TIMER_READ"
"0.0","6.25E-05","6.25E-05","0.0625","0","SET_CLASS"
