"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00413","854","1","1",".TAU_application"
"100.0","0.099","854","1","94.0625","FT"
"58.3","498","498","1","0","MPI_Finalize()"
"39.6","0.0543","338","1","10.0625","SETUP"
"39.4","336","336","1","0","MPI_Init()"
"1.8","0.0362","15","17","68","FFT"
"0.8","0.013","6","17","17","TRANSPOSE2_GLOBAL"
"0.8","6","6","17","0","MPI_Alltoall()"
"0.7","0.467","5","408","2448","CFFTZ"
"0.6","5","5","2448","0","FFTZ2"
"0.6","1","4","34","306","CFFTS1"
"0.6","0.0112","4","15","45","TRANSPOSE_X_YZ"
"0.4","0.0121","3","2","6","TRANSPOSE_XY_Z"
"0.3","0.454","2","17","153","CFFTS2"
"0.1","0.958","0.958","5","0","MPI_Bcast()"
"0.1","0.774","0.774","2","0","COMPUTE_INDEXMAP"
"0.1","0.748","0.748","17","0","TRANSPOSE2_LOCAL"
"0.1","0.0814","0.691","15","15","CHECKSUM"
"0.1","0.635","0.635","2","0","MPI_Comm_split()"
"0.1","0.609","0.609","15","0","MPI_Reduce()"
"0.1","0.453","0.453","15","0","EVOLVE"
"0.0","0.292","0.292","17","0","TRANSPOSE2_FINISH"
"0.0","0.00569","0.16","2","12","COMPUTE_INITIAL_CONDITIONS"
"0.0","0.139","0.139","1","0","MPI_Barrier()"
"0.0","0.128","0.128","4","0","VRANLC"
"0.0","0.0374","0.0378","2","2","FFT_INIT"
"0.0","0.0264","0.0264","1","0","ALLOC_SPACE"
"0.0","0.0151","0.0257","4","66.25","IPOW46"
"0.0","0.0249","0.0256","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0128","0.0128","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.0113","0.0113","70.25","0","RANDLC"
"0.0","0.0112","0.0112","53","0","ILOG2"
"0.0","0.00653","0.00653","2","0","TIMER_START"
"0.0","0.00553","0.00553","32","0","TIMER_CLEAR"
"0.0","0.00466","0.00466","0.03125","0","PRINT_RESULTS"
"0.0","0.00141","0.00141","2","0","TIMER_STOP"
"0.0","0.000562","0.000562","1","0","MPI_Comm_size()"
"0.0","0.000281","0.000281","1","0","VERIFY"
"0.0","0.000125","0.000125","1","0","MPI_Comm_rank()"
"0.0","0.000125","0.000125","1.03125","0","TIMER_READ"
"0.0","3.13E-05","3.13E-05","0.03125","0","SET_CLASS"
