"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.0035","7,418","1","1",".TAU_application"
"100.0","0.169","7,418","1","110","FT"
"72.5","5,380","5,380","1","0","MPI_Finalize()"
"21.0","0.0635","1,555","22","88","FFT"
"12.0","86","891","33792","236544","CFFTZ"
"10.8","804","804","236544","0","FFTZ2"
"10.1","160","750","44","22572","CFFTS1"
"5.5","104","406","22","11286","CFFTS2"
"4.9","0.046","360","20","60","TRANSPOSE_X_YZ"
"4.3","0.169","321","1","11","SETUP"
"4.3","319","319","1","0","MPI_Init()"
"2.9","215","215","22","0","TRANSPOSE2_LOCAL"
"1.4","0.039","107","22","22","TRANSPOSE2_GLOBAL"
"1.4","107","107","22","0","MPI_Alltoall()"
"1.4","105","105","20","0","EVOLVE"
"1.0","75","75","22","0","TRANSPOSE2_FINISH"
"0.6","41","41","2","0","COMPUTE_INDEXMAP"
"0.5","0.016","38","2","6","TRANSPOSE_XY_Z"
"0.1","0.0335","9","2","260","COMPUTE_INITIAL_CONDITIONS"
"0.1","8","8","128","0","VRANLC"
"0.1","0.393","4","20","20","CHECKSUM"
"0.1","3","3","20","0","MPI_Reduce()"
"0.0","1","1","1","0","ALLOC_SPACE"
"0.0","0.419","0.419","5","0","MPI_Bcast()"
"0.0","0.21","0.21","0.5","0","CHECK_TIMER_FLAG"
"0.0","0.14","0.14","2","0","MPI_Comm_split()"
"0.0","0.137","0.137","1","0","MPI_Barrier()"
"0.0","0.0735","0.0735","0.5","0","PRINT_RESULTS"
"0.0","0.044","0.044","2","2","FFT_INIT"
"0.0","0.0275","0.0275","182","0","RANDLC"
"0.0","0.0245","0.0245","1","2","GET_ACTIVE_NPROCS"
"0.0","0.006","0.0135","4","54","IPOW46"
"0.0","0.013","0.013","68","0","ILOG2"
"0.0","0.006","0.006","2","0","TIMER_START"
"0.0","0.0045","0.0045","32","0","TIMER_CLEAR"
"0.0","0.0015","0.0015","2","0","TIMER_STOP"
"0.0","0.0005","0.0005","0.5","0","SET_CLASS"
"0.0","0","0","1","0","MPI_Comm_rank()"
"0.0","0","0","1","0","MPI_Comm_size()"
"0.0","0","0","1.5","0","TIMER_READ"
"0.0","0","0","1","0","VERIFY"
