"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00375","793","1","1",".TAU_application"
"100.0","0.086","793","1","109.25","FT"
"53.8","426","426","1","0","MPI_Finalize()"
"44.9","0.0818","356","1","10.25","SETUP"
"44.4","352","352","1","0","MPI_Init()"
"1.1","0.0274","8","22","88","FFT"
"0.6","0.015","4","22","22","TRANSPOSE2_GLOBAL"
"0.6","4","4","22","0","MPI_Alltoall()"
"0.5","0.013","3","20","60","TRANSPOSE_X_YZ"
"0.4","3","3","5","0","MPI_Bcast()"
"0.4","0.629","3","528","2640","CFFTZ"
"0.3","0.488","2","44","396","CFFTS1"
"0.3","2","2","2640","0","FFTZ2"
"0.2","0.218","1","22","198","CFFTS2"
"0.2","0.0124","1","2","6","TRANSPOSE_XY_Z"
"0.1","0.109","0.403","20","20","CHECKSUM"
"0.0","0.39","0.39","2","0","COMPUTE_INDEXMAP"
"0.0","0.386","0.386","22","0","TRANSPOSE2_LOCAL"
"0.0","0.341","0.341","2","0","MPI_Comm_split()"
"0.0","0.294","0.294","20","0","MPI_Reduce()"
"0.0","0.246","0.246","20","0","EVOLVE"
"0.0","0.123","0.123","22","0","TRANSPOSE2_FINISH"
"0.0","0.122","0.122","1","0","MPI_Barrier()"
"0.0","0.00713","0.0824","2","20","COMPUTE_INITIAL_CONDITIONS"
"0.0","0.0605","0.0605","0.125","0","CHECK_TIMER_FLAG"
"0.0","0.0587","0.0587","8","0","VRANLC"
"0.0","0.0293","0.0296","2","2","FFT_INIT"
"0.0","0.0216","0.0222","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0181","0.0181","0.125","0","PRINT_RESULTS"
"0.0","0.0173","0.0173","1","0","ALLOC_SPACE"
"0.0","0.00887","0.0158","4","52.25","IPOW46"
"0.0","0.00875","0.00875","68","0","ILOG2"
"0.0","0.00762","0.00762","60.25","0","RANDLC"
"0.0","0.00562","0.00562","2","0","TIMER_START"
"0.0","0.00513","0.00513","32","0","TIMER_CLEAR"
"0.0","0.0015","0.0015","2","0","TIMER_STOP"
"0.0","0.0005","0.0005","1","0","MPI_Comm_size()"
"0.0","0.000125","0.000125","1","0","MPI_Comm_rank()"
"0.0","0.000125","0.000125","0.125","0","SET_CLASS"
"0.0","0.000125","0.000125","1","0","VERIFY"
"0.0","0","0","1.125","0","TIMER_READ"
