"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00372","925","1","1",".TAU_application"
"100.0","0.113","925","1","94.0312","FT"
"47.5","439","439","1","0","MPI_Finalize()"
"43.8","0.0461","405","1","10.0312","SETUP"
"43.7","404","404","1","0","MPI_Init()"
"7.8","0.0346","71","17","68","FFT"
"3.7","0.0164","34","17","17","TRANSPOSE2_GLOBAL"
"3.7","34","34","17","0","MPI_Alltoall()"
"2.9","0.0161","26","15","45","TRANSPOSE_X_YZ"
"2.8","2","26","816","5712","CFFTZ"
"2.5","23","23","5712","0","FFTZ2"
"2.3","4","21","34","578","CFFTS1"
"1.3","0.00897","12","2","6","TRANSPOSE_XY_Z"
"1.2","2","11","17","289","CFFTS2"
"0.3","3","3","17","0","TRANSPOSE2_LOCAL"
"0.3","3","3","2","0","COMPUTE_INDEXMAP"
"0.2","2","2","15","0","EVOLVE"
"0.2","0.0852","1","15","15","CHECKSUM"
"0.2","1","1","15","0","MPI_Reduce()"
"0.2","1","1","17","0","TRANSPOSE2_FINISH"
"0.1","0.957","0.957","5","0","MPI_Bcast()"
"0.1","0.668","0.668","2","0","MPI_Comm_split()"
"0.1","0.00634","0.523","2","12","COMPUTE_INITIAL_CONDITIONS"
"0.1","0.489","0.489","4","0","VRANLC"
"0.0","0.403","0.403","1","0","MPI_Barrier()"
"0.0","0.051","0.0513","2","2","FFT_INIT"
"0.0","0.014","0.0266","4","77.5625","IPOW46"
"0.0","0.0251","0.0257","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0234","0.0234","1","0","ALLOC_SPACE"
"0.0","0.0131","0.0131","81.5625","0","RANDLC"
"0.0","0.00953","0.00953","53","0","ILOG2"
"0.0","0.00722","0.00722","2","0","TIMER_START"
"0.0","0.00642","0.00642","0.015625","0","CHECK_TIMER_FLAG"
"0.0","0.00544","0.00544","32","0","TIMER_CLEAR"
"0.0","0.00302","0.00302","0.015625","0","PRINT_RESULTS"
"0.0","0.00116","0.00116","2","0","TIMER_STOP"
"0.0","0.000453","0.000453","1","0","MPI_Comm_size()"
"0.0","0.000172","0.000172","1","0","MPI_Comm_rank()"
"0.0","0.000172","0.000172","1","0","VERIFY"
"0.0","0.000156","0.000156","1.01562","0","TIMER_READ"
"0.0","1.56E-05","1.56E-05","0.015625","0","SET_CLASS"
