"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00462","909","1","1",".TAU_application"
"100.0","0.0981","909","1","109.125","FT"
"60.4","549","549","1","0","MPI_Finalize()"
"35.3","0.0681","320","1","10.125","SETUP"
"35.1","319","319","1","0","MPI_Init()"
"3.8","0.044","34","22","88","FFT"
"1.7","1","15","1056","6336","CFFTZ"
"1.5","13","13","6336","0","FFTZ2"
"1.4","2","12","44","748","CFFTS1"
"1.4","0.02","12","22","22","TRANSPOSE2_GLOBAL"
"1.4","12","12","22","0","MPI_Alltoall()"
"1.2","0.0184","11","20","60","TRANSPOSE_X_YZ"
"0.7","1","6","22","374","CFFTS2"
"0.5","0.00894","4","2","6","TRANSPOSE_XY_Z"
"0.2","1","1","22","0","TRANSPOSE2_LOCAL"
"0.2","1","1","2","0","COMPUTE_INDEXMAP"
"0.1","1","1","20","0","EVOLVE"
"0.1","0.0993","1","20","20","CHECKSUM"
"0.1","0.945","0.945","20","0","MPI_Reduce()"
"0.1","0.893","0.893","5","0","MPI_Bcast()"
"0.1","0.811","0.811","22","0","TRANSPOSE2_FINISH"
"0.1","0.493","0.493","2","0","MPI_Comm_split()"
"0.0","0.00944","0.287","2","20","COMPUTE_INITIAL_CONDITIONS"
"0.0","0.253","0.253","8","0","VRANLC"
"0.0","0.144","0.144","1","0","MPI_Barrier()"
"0.0","0.0389","0.0392","2","2","FFT_INIT"
"0.0","0.0258","0.0258","0.0625","0","CHECK_TIMER_FLAG"
"0.0","0.0243","0.0249","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0121","0.0234","4","64.375","IPOW46"
"0.0","0.0224","0.0224","1","0","ALLOC_SPACE"
"0.0","0.0132","0.0132","68","0","ILOG2"
"0.0","0.0129","0.0129","72.375","0","RANDLC"
"0.0","0.00869","0.00869","0.0625","0","PRINT_RESULTS"
"0.0","0.00856","0.00856","2","0","TIMER_START"
"0.0","0.00581","0.00581","32","0","TIMER_CLEAR"
"0.0","0.00125","0.00125","2","0","TIMER_STOP"
"0.0","0.000375","0.000375","1","0","MPI_Comm_rank()"
"0.0","0.000313","0.000313","1","0","MPI_Comm_size()"
"0.0","0.00025","0.00025","1.0625","0","TIMER_READ"
"0.0","0.00025","0.00025","1","0","VERIFY"
"0.0","6.25E-05","6.25E-05","0.0625","0","SET_CLASS"
