"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00589","2,843","1","1",".TAU_application"
"100.0","202","2,843","1","1125.06","EMBAR"
"63.2","1,795","1,795","1","0","MPI_Init()"
"28.2","800","800","1","0","MPI_Finalize()"
"1.0","29","29","4","0","MPI_Allreduce()"
"0.4","12","12","66","0","VRANLC"
"0.0","0.86","0.86","1","0","MPI_Barrier()"
"0.0","0.765","0.765","1","0","MPI_Bcast()"
"0.0","0.154","0.154","1042.03","0","RANDLC"
"0.0","0.00759","0.00759","1","0","TIMER_START"
"0.0","0.00616","0.00616","0.015625","0","CHECK_TIMER_FLAG"
"0.0","0.003","0.003","1","0","MPI_Comm_rank()"
"0.0","0.00289","0.00289","0.015625","0","PRINT_RESULTS"
"0.0","0.000859","0.000859","4","0","TIMER_CLEAR"
"0.0","0.000438","0.000438","1","0","TIMER_STOP"
"0.0","0.000266","0.000266","1","0","TIMER_READ"
"0.0","0.00025","0.00025","1","0","MPI_Comm_size()"
