"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00737","1,262","1","1",".TAU_application"
"100.0","53","1,262","1","237.125","EMBAR"
"69.3","874","874","1","0","MPI_Finalize()"
"25.3","319","319","1","0","MPI_Init()"
"0.8","10","10","4","0","MPI_Allreduce()"
"0.3","3","3","18","0","VRANLC"
"0.1","0.781","0.781","1","0","MPI_Bcast()"
"0.0","0.529","0.529","1","0","MPI_Barrier()"
"0.0","0.0348","0.0348","202.062","0","RANDLC"
"0.0","0.0138","0.0138","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.0123","0.0123","1","0","TIMER_START"
"0.0","0.00469","0.00469","0.03125","0","PRINT_RESULTS"
"0.0","0.00331","0.00331","1","0","MPI_Comm_rank()"
"0.0","0.00075","0.00075","4","0","TIMER_CLEAR"
"0.0","0.000719","0.000719","1","0","TIMER_STOP"
"0.0","0.000406","0.000406","1","0","MPI_Comm_size()"
"0.0","0.000156","0.000156","1","0","TIMER_READ"
