"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00624","8,029","1","1",".TAU_application"
"100.0","6,129","8,029","1","59429","EMBAR"
"9.0","722","722","1","0","MPI_Init()"
"6.4","517","517","1","0","MPI_Finalize()"
"4.8","386","386","2050","0","VRANLC"
"3.3","263","263","4","0","MPI_Allreduce()"
"0.1","7","7","57362","0","RANDLC"
"0.0","1","1","1","0","MPI_Barrier()"
"0.0","0.906","0.906","1","0","MPI_Bcast()"
"0.0","0.0204","0.0204","1","0","TIMER_START"
"0.0","0.00334","0.00334","1","0","MPI_Comm_rank()"
"0.0","0.000799","0.000799","4","0","TIMER_CLEAR"
"0.0","0.000758","0.000758","0.00195312","0","CHECK_TIMER_FLAG"
"0.0","0.000592","0.000592","1","0","TIMER_STOP"
"0.0","0.000316","0.000316","0.00195312","0","PRINT_RESULTS"
"0.0","0.000258","0.000258","1","0","MPI_Comm_size()"
"0.0","0.000152","0.000152","1","0","TIMER_READ"
