"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.007","16,100","1","1",".TAU_application"
"100.0","391","16,100","1","1447","EMBAR"
"93.8","15,102","15,102","1","0","MPI_Finalize()"
"3.6","582","582","1","0","MPI_Init()"
"0.1","23","23","130","0","VRANLC"
"0.0","0.32","0.32","1","0","MPI_Bcast()"
"0.0","0.218","0.218","0.5","0","CHECK_TIMER_FLAG"
"0.0","0.174","0.174","1299","0","RANDLC"
"0.0","0.111","0.111","4","0","MPI_Allreduce()"
"0.0","0.072","0.072","0.5","0","PRINT_RESULTS"
"0.0","0.012","0.012","1","0","MPI_Barrier()"
"0.0","0.0055","0.0055","1","0","TIMER_START"
"0.0","0.003","0.003","1","0","MPI_Comm_rank()"
"0.0","0.0005","0.0005","4","0","TIMER_CLEAR"
"0.0","0.0005","0.0005","1","0","TIMER_STOP"
"0.0","0","0","1","0","MPI_Comm_size()"
"0.0","0","0","1","0","TIMER_READ"
