"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00713","1,403","1","1",".TAU_application"
"100.0","52","1,403","1","213.25","EMBAR"
"69.2","970","970","1","0","MPI_Finalize()"
"26.0","365","365","1","0","MPI_Init()"
"0.7","10","10","4","0","MPI_Allreduce()"
"0.2","3","3","18","0","VRANLC"
"0.1","0.764","0.764","1","0","MPI_Bcast()"
"0.0","0.373","0.373","1","0","MPI_Barrier()"
"0.0","0.0285","0.0285","178.125","0","RANDLC"
"0.0","0.025","0.025","0.0625","0","CHECK_TIMER_FLAG"
"0.0","0.014","0.014","0.0625","0","PRINT_RESULTS"
"0.0","0.0107","0.0107","1","0","TIMER_START"
"0.0","0.00325","0.00325","1","0","MPI_Comm_rank()"
"0.0","0.000937","0.000937","1","0","TIMER_STOP"
"0.0","0.000625","0.000625","4","0","TIMER_CLEAR"
"0.0","0.000125","0.000125","1","0","TIMER_READ"
"0.0","6.25E-05","6.25E-05","1","0","MPI_Comm_size()"
