"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.0065","1:59.273","1","1",".TAU_application"
"100.0","1:37.967","1:59.273","1","753703","EMBAR"
"12.5","14,930","14,930","1","0","MPI_Finalize()"
"5.0","5,950","5,950","32770","0","VRANLC"
"0.3","330","330","1","0","MPI_Init()"
"0.1","92","92","720915","0","RANDLC"
"0.0","2","2","4","0","MPI_Allreduce()"
"0.0","0.338","0.338","1","0","MPI_Bcast()"
"0.0","0.237","0.237","0.5","0","CHECK_TIMER_FLAG"
"0.0","0.0775","0.0775","0.5","0","PRINT_RESULTS"
"0.0","0.012","0.012","1","0","MPI_Barrier()"
"0.0","0.0055","0.0055","1","0","TIMER_START"
"0.0","0.0035","0.0035","1","0","MPI_Comm_rank()"
"0.0","0.001","0.001","1","0","TIMER_STOP"
"0.0","0.0005","0.0005","4","0","TIMER_CLEAR"
"0.0","0","0","1","0","MPI_Comm_size()"
"0.0","0","0","1","0","TIMER_READ"
