Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
MPI_Finalize(),1
RHS,253
JACU,964844
JACLD,964844
BLTS,964844
BUTS,964844
INIT_COMM,1
MPI_Init(),1
SETIV,2
EXCHANGE_1,62248
EXCHANGE_3,508
MPI_Recv(),15562
EXACT,1.57371E+06
MPI_Wait(),255.5
MPI_Send(),15817.5
ERROR,1
ERHS,1
SETBV,2
L2NORM,4
READ_INPUT,1
ALLOC_SPACE,1
MPI_Allreduce(),10
BCAST_INPUTS,1
MPI_Bcast(),10
MPI_Irecv(),255.5
PINTGR,1
VERIFY,0.5
MPI_Barrier(),2
EXCHANGE_5,2
EXCHANGE_4,1
PROC_GRID,1
EXCHANGE_6,1
SETCOEFF,1
SET_CLASS,0.5
SUBDOMAIN,1
ISQRT2,1
MPI_Comm_rank(),1
MPI_Comm_size(),1
NEIGHBORS,1
