Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
RHS,253
JACLD,3.2128E+06
JACU,3.2128E+06
BLTS,3.2128E+06
BUTS,3.2128E+06
EXCHANGE_1,160640
MPI_Recv(),100400
EXCHANGE_3,508
SETIV,2
MPI_Wait(),637.25
EXACT,6.69537E+06
MPI_Finalize(),1
MPI_Send(),101037
INIT_COMM,1
MPI_Init(),1
ERHS,1
ERROR,1
MPI_Allreduce(),10
L2NORM,4
SETBV,2
MPI_Irecv(),637.25
ALLOC_SPACE,1
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
PINTGR,1
EXCHANGE_4,1
EXCHANGE_6,0.5
MPI_Barrier(),2
VERIFY,0.125
EXCHANGE_5,1
PROC_GRID,1
SETCOEFF,1
NEIGHBORS,1
MPI_Comm_size(),1
SUBDOMAIN,1
ISQRT2,1
MPI_Comm_rank(),1
SET_CLASS,0.125
