Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
EXCHANGE_1,100400
MPI_Recv(),90987.5
MPI_Finalize(),1
INIT_COMM,1
MPI_Init(),1
RHS,253
JACLD,313750
JACU,313750
BLTS,313750
EXCHANGE_3,508
BUTS,313750
MPI_Wait(),922.906
MPI_Send(),91910.4
SETIV,2
EXACT,102538
ERHS,1
MPI_Allreduce(),10
L2NORM,4
ERROR,1
MPI_Irecv(),922.906
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
SETBV,2
PINTGR,1
MPI_Barrier(),2
ALLOC_SPACE,1
EXCHANGE_4,1
EXCHANGE_5,0.25
PROC_GRID,1
EXCHANGE_6,0.125
VERIFY,0.0078125
SETCOEFF,1
MPI_Comm_size(),1
SUBDOMAIN,1
ISQRT2,1
MPI_Comm_rank(),1
NEIGHBORS,1
SET_CLASS,0.0078125
