Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
RHS,253
JACLD,3.2128E+06
JACU,3.2128E+06
BLTS,3.2128E+06
BUTS,3.2128E+06
MPI_Finalize(),1
EXCHANGE_1,160640
MPI_Recv(),80320
SETIV,2
EXCHANGE_3,508
EXACT,1.33907E+07
MPI_Wait(),510
INIT_COMM,1
MPI_Init(),1
MPI_Send(),80830
ERHS,1
ERROR,1
L2NORM,4
SETBV,2
MPI_Allreduce(),10
ALLOC_SPACE,1
MPI_Irecv(),510
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
PINTGR,1
VERIFY,0.25
EXCHANGE_4,1
MPI_Barrier(),2
EXCHANGE_5,1
EXCHANGE_6,1
PROC_GRID,1
NEIGHBORS,1
SETCOEFF,1
ISQRT2,1
MPI_Comm_size(),1
MPI_Comm_rank(),1
SET_CLASS,0.25
SUBDOMAIN,1
