Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
MPI_Finalize(),1
INIT_COMM,1
MPI_Init(),1
RHS,303
EXCHANGE_1,37324
MPI_Recv(),23327.5
JACLD,144630
JACU,144630
BLTS,144630
BUTS,144630
EXCHANGE_3,608
MPI_Wait(),762.25
MPI_Send(),24089.8
SETIV,2
EXACT,50043.9
ERHS,1
MPI_Irecv(),762.25
MPI_Allreduce(),10
L2NORM,4
ERROR,1
READ_INPUT,1
SETBV,2
BCAST_INPUTS,1
MPI_Bcast(),10
PINTGR,1
ALLOC_SPACE,1
VERIFY,0.125
MPI_Barrier(),2
EXCHANGE_4,1
PROC_GRID,1
EXCHANGE_5,1
EXCHANGE_6,0.5
SETCOEFF,1
MPI_Comm_rank(),1
ISQRT2,1
MPI_Comm_size(),1
SUBDOMAIN,1
SET_CLASS,0.125
NEIGHBORS,1
