Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
RHS,253
JACU,2.51E+06
JACLD,2.51E+06
BLTS,2.51E+06
BUTS,2.51E+06
MPI_Finalize(),1
SETIV,2
EXACT,6.56242E+06
EXCHANGE_1,100400
EXCHANGE_3,508
MPI_Recv(),25100
INIT_COMM,1
MPI_Init(),1
MPI_Wait(),255.5
ERHS,1
ERROR,1
MPI_Send(),25355.5
SETBV,2
L2NORM,4
MPI_Allreduce(),10
READ_INPUT,1
ALLOC_SPACE,1
BCAST_INPUTS,1
MPI_Bcast(),10
MPI_Irecv(),255.5
PINTGR,1
VERIFY,0.5
MPI_Barrier(),2
EXCHANGE_5,2
EXCHANGE_4,1
PROC_GRID,1
SETCOEFF,1
MPI_Comm_rank(),1
EXCHANGE_6,1
ISQRT2,1
MPI_Comm_size(),1
NEIGHBORS,1
SET_CLASS,0.5
SUBDOMAIN,1
