"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00786","993","1","1",".TAU_application"
"100.0","0.217","993","1","70.0469","MG_MPI"
"59.3","589","589","1","0","MPI_Finalize()"
"39.9","396","396","1","0","MPI_Init()"
"0.3","0.0433","2","11","121","MG3P"
"0.3","0.241","2","92","1328.75","COMM3"
"0.2","0.0786","2","2","148","ZRAN3"
"0.2","1","1","6","0","MPI_Barrier()"
"0.2","1","1","469.5","0","MPI_Wait()"
"0.1","1","1","88","0","MPI_Allreduce()"
"0.1","0.174","1","436.5","436.5","TAKE3"
"0.1","0.0163","1","35","35","RESID"
"0.1","0.772","0.772","7","0","MPI_Bcast()"
"0.1","0.0144","0.736","33","33","PSINV"
"0.1","0.174","0.713","436.5","436.5","GIVE3"
"0.1","0.0265","0.709","22","22","INTERP"
"0.1","0.0265","0.682","22","99","COMM3_EX"
"0.1","0.579","0.579","469.5","0","MPI_Send()"
"0.1","0.0144","0.577","33","33","TAKE3_EX"
"0.0","0.0085","0.368","22","22","RPRJ3"
"0.0","0.201","0.351","469.5","469.5","READY"
"0.0","0.216","0.216","2","0","TIMER_START"
"0.0","0.00361","0.173","4","8","NORM2U3"
"0.0","0.151","0.151","469.5","0","MPI_Irecv()"
"0.0","0.014","0.0548","33","33","GIVE3_EX"
"0.0","0.0255","0.026","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0102","0.0181","6","47.375","POWER"
"0.0","0.0107","0.0107","45.25","0","ZERO3"
"0.0","0.0103","0.0103","61.375","0","RANDLC"
"0.0","0.00803","0.00803","0.015625","0","CHECK_TIMER_FLAG"
"0.0","0.00798","0.00798","1","0","MPI_Reduce()"
"0.0","0.00769","0.00769","1","0","ALLOC_SPACE"
"0.0","0.00641","0.00641","32","0","BUBBLE"
"0.0","0.00398","0.00398","2","0","SETUP"
"0.0","0.00269","0.00269","17","0","TIMER_CLEAR"
"0.0","0.00189","0.00189","0.015625","0","PRINT_RESULTS"
"0.0","0.00144","0.00144","8","0","VRANLC"
"0.0","0.000781","0.000781","2","0","TIMER_STOP"
"0.0","0.000313","0.000313","1","0","MPI_Comm_size()"
"0.0","0.000188","0.000188","1.01562","0","TIMER_READ"
"0.0","0.000156","0.000156","1","0","MPI_Comm_rank()"
