"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.007","9,016","1","1",".TAU_application"
"100.0","0.254","9,016","1","61.5","MG_MPI"
"96.3","8,678","8,678","1","0","MPI_Finalize()"
"3.7","335","335","1","0","MPI_Init()"
"0.0","0.049","0.572","2","213","ZRAN3"
"0.0","0.083","0.52","34","612","COMM3"
"0.0","0.384","0.384","7","0","MPI_Bcast()"
"0.0","0.016","0.37","6","36","MG3P"
"0.0","0.358","0.358","6","0","MPI_Barrier()"
"0.0","0.231","0.231","0.5","0","CHECK_TIMER_FLAG"
"0.0","0.0095","0.218","14","14","RESID"
"0.0","0.0675","0.187","204","204","TAKE3"
"0.0","0.167","0.167","88","0","MPI_Allreduce()"
"0.0","0.004","0.162","12","12","PSINV"
"0.0","0.0615","0.144","204","204","GIVE3"
"0.0","0.119","0.119","204","0","MPI_Wait()"
"0.0","0.06","0.105","204","204","READY"
"0.0","0.0015","0.0905","6","6","RPRJ3"
"0.0","0.083","0.083","204","0","MPI_Send()"
"0.0","0.0635","0.0635","0.5","0","PRINT_RESULTS"
"0.0","0.0455","0.0455","204","0","MPI_Irecv()"
"0.0","0.024","0.026","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0015","0.026","4","8","NORM2U3"
"0.0","0.0125","0.014","6","6","INTERP"
"0.0","0.011","0.011","81","0","BUBBLE"
"0.0","0.01","0.01","2","0","TIMER_START"
"0.0","0.0075","0.0095","6","27","POWER"
"0.0","0.006","0.006","1","0","ALLOC_SPACE"
"0.0","0.005","0.005","49","0","RANDLC"
"0.0","0.0045","0.0045","1","0","MPI_Reduce()"
"0.0","0.004","0.004","2","0","SETUP"
"0.0","0.004","0.004","10","0","ZERO3"
"0.0","0.003","0.003","16","0","VRANLC"
"0.0","0.002","0.002","1","0","MPI_Comm_size()"
"0.0","0.0015","0.0015","6","0","COMM3_EX"
"0.0","0.0015","0.0015","17","0","TIMER_CLEAR"
"0.0","0.0005","0.0005","2","0","TIMER_STOP"
"0.0","0","0","1","0","MPI_Comm_rank()"
"0.0","0","0","1.5","0","TIMER_READ"
