"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00566","982","1","1",".TAU_application"
"100.0","0.114","982","1","60.0469","MG_MPI"
"58.3","572","572","1","0","MPI_Finalize()"
"41.1","403","403","1","0","MPI_Init()"
"0.3","0.0851","2","2","106","ZRAN3"
"0.2","1","1","6","0","MPI_Barrier()"
"0.1","1","1","88","0","MPI_Allreduce()"
"0.1","0.0997","1","34","433.5","COMM3"
"0.1","1","1","159","0","MPI_Wait()"
"0.1","0.846","0.846","7","0","MPI_Bcast()"
"0.1","0.0181","0.796","6","36","MG3P"
"0.1","0.0614","0.779","141","141","TAKE3"
"0.0","0.0372","0.43","14","14","RESID"
"0.0","0.0141","0.399","6","6","INTERP"
"0.0","0.0165","0.385","6","54","COMM3_EX"
"0.0","0.0033","0.353","4","8","NORM2U3"
"0.0","0.00778","0.321","18","18","TAKE3_EX"
"0.0","0.0733","0.289","141","141","GIVE3"
"0.0","0.242","0.242","159","0","MPI_Send()"
"0.0","0.00452","0.18","12","12","PSINV"
"0.0","0.0671","0.123","159","159","READY"
"0.0","0.0555","0.0555","159","0","MPI_Irecv()"
"0.0","0.00737","0.0337","18","18","GIVE3_EX"
"0.0","0.0259","0.0283","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0263","0.0263","2","0","TIMER_START"
"0.0","0.00209","0.0253","6","6","RPRJ3"
"0.0","0.00831","0.0147","6","36.0312","POWER"
"0.0","0.00756","0.00756","1","0","MPI_Reduce()"
"0.0","0.00737","0.00737","42.0312","0","RANDLC"
"0.0","0.00709","0.00709","0.015625","0","CHECK_TIMER_FLAG"
"0.0","0.00708","0.00708","1","0","ALLOC_SPACE"
"0.0","0.005","0.005","2","0","SETUP"
"0.0","0.00481","0.00481","20.5","0","ZERO3"
"0.0","0.00278","0.00278","17","0","TIMER_CLEAR"
"0.0","0.00217","0.00217","1","0","MPI_Comm_size()"
"0.0","0.00191","0.00191","0.015625","0","PRINT_RESULTS"
"0.0","0.00106","0.00106","4","0","BUBBLE"
"0.0","0.00075","0.00075","2","0","TIMER_STOP"
"0.0","0.000469","0.000469","2","0","VRANLC"
"0.0","0.000219","0.000219","1","0","MPI_Comm_rank()"
"0.0","0.000156","0.000156","1.01562","0","TIMER_READ"
