"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00392","788","1","1",".TAU_application"
"100.0","0.121","788","1","124.031","FT"
"56.2","0.128","443","1","10.0312","SETUP"
"56.0","441","441","1","0","MPI_Init()"
"41.5","327","327","1","0","MPI_Finalize()"
"2.0","0.0372","16","27","108","FFT"
"1.3","0.018","10","27","27","TRANSPOSE2_GLOBAL"
"1.3","10","10","27","0","MPI_Alltoall()"
"0.9","0.0169","6","25","75","TRANSPOSE_X_YZ"
"0.5","0.313","4","324","1944","CFFTZ"
"0.5","0.00873","4","2","6","TRANSPOSE_XY_Z"
"0.5","3","3","1944","0","FFTZ2"
"0.4","0.73","3","54","270","CFFTS1"
"0.2","0.305","1","27","135","CFFTS2"
"0.1","0.855","0.855","5","0","MPI_Bcast()"
"0.1","0.691","0.691","2","0","MPI_Comm_split()"
"0.1","0.118","0.603","25","25","CHECKSUM"
"0.1","0.485","0.485","25","0","MPI_Reduce()"
"0.1","0.47","0.47","27","0","TRANSPOSE2_LOCAL"
"0.0","0.357","0.357","2","0","COMPUTE_INDEXMAP"
"0.0","0.319","0.319","25","0","EVOLVE"
"0.0","0.241","0.241","1","0","MPI_Barrier()"
"0.0","0.219","0.219","27","0","TRANSPOSE2_FINISH"
"0.0","0.00581","0.0848","2","8","COMPUTE_INITIAL_CONDITIONS"
"0.0","0.0575","0.0575","2","0","VRANLC"
"0.0","0.0393","0.0396","2","2","FFT_INIT"
"0.0","0.0236","0.0241","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0113","0.0212","4","67.6562","IPOW46"
"0.0","0.0183","0.0183","1","0","ALLOC_SPACE"
"0.0","0.0136","0.0136","2","0","TIMER_START"
"0.0","0.0125","0.0125","83","0","ILOG2"
"0.0","0.0102","0.0102","69.6562","0","RANDLC"
"0.0","0.00614","0.00614","0.015625","0","CHECK_TIMER_FLAG"
"0.0","0.00502","0.00502","32","0","TIMER_CLEAR"
"0.0","0.00227","0.00227","0.015625","0","PRINT_RESULTS"
"0.0","0.00106","0.00106","2","0","TIMER_STOP"
"0.0","0.000313","0.000313","1","0","MPI_Comm_size()"
"0.0","0.000234","0.000234","1","0","MPI_Comm_rank()"
"0.0","0.000188","0.000188","1","0","VERIFY"
"0.0","0.000141","0.000141","1.01562","0","TIMER_READ"
"0.0","1.56E-05","1.56E-05","0.015625","0","SET_CLASS"
