"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.004","33,656","1","1",".TAU_application"
"100.0","0.211","33,656","1","94.25","FT"
"88.1","0.108","29,660","17","68","FFT"
"48.1","1,078","16,183","104448","940032","CFFTZ"
"44.9","15,104","15,104","940032","0","FFTZ2"
"40.2","2,745","13,527","34","69666","CFFTS1"
"21.4","1,810","7,211","17","34833","CFFTS2"
"19.7","0.0563","6,633","15","45","TRANSPOSE_X_YZ"
"12.8","0.0669","4,291","17","17","TRANSPOSE2_GLOBAL"
"12.7","4,291","4,291","17","0","MPI_Alltoall()"
"10.0","3,380","3,380","17","0","TRANSPOSE2_LOCAL"
"6.8","0.0291","2,288","2","6","TRANSPOSE_XY_Z"
"4.3","1,450","1,450","2","0","COMPUTE_INDEXMAP"
"4.2","1,403","1,403","15","0","EVOLVE"
"3.7","1,250","1,250","17","0","TRANSPOSE2_FINISH"
"1.6","539","539","1","0","MPI_Finalize()"
"1.0","0.09","338","1","10.25","SETUP"
"1.0","332","332","1","0","MPI_Init()"
"0.5","0.0752","155","2","260","COMPUTE_INITIAL_CONDITIONS"
"0.5","155","155","128","0","VRANLC"
"0.3","0.255","100","15","15","CHECKSUM"
"0.3","99","99","15","0","MPI_Reduce()"
"0.0","8","8","1","0","MPI_Barrier()"
"0.0","2","2","2","0","MPI_Comm_split()"
"0.0","1","1","5","0","MPI_Bcast()"
"0.0","1","1","1","0","ALLOC_SPACE"
"0.0","0.146","0.146","2","2","FFT_INIT"
"0.0","0.0741","0.0741","0.125","0","CHECK_TIMER_FLAG"
"0.0","0.0376","0.0376","217.25","0","RANDLC"
"0.0","0.027","0.0275","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0267","0.0267","2","0","TIMER_START"
"0.0","0.0123","0.0251","4","89.25","IPOW46"
"0.0","0.0175","0.0175","0.125","0","PRINT_RESULTS"
"0.0","0.0139","0.0139","53","0","ILOG2"
"0.0","0.005","0.005","32","0","TIMER_CLEAR"
"0.0","0.00225","0.00225","2","0","TIMER_STOP"
"0.0","0.0005","0.0005","1","0","MPI_Comm_size()"
"0.0","0.000375","0.000375","1","0","VERIFY"
"0.0","0.00025","0.00025","1.125","0","TIMER_READ"
"0.0","0.000125","0.000125","0.125","0","SET_CLASS"
"0.0","0","0","1","0","MPI_Comm_rank()"
