"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00431","866","1","1",".TAU_application"
"100.0","0.0793","866","1","79.0625","FT"
"55.1","477","477","1","0","MPI_Finalize()"
"44.4","0.0561","385","1","10.0625","SETUP"
"44.2","383","383","1","0","MPI_Init()"
"0.4","0.0257","3","12","48","FFT"
"0.3","0.00819","3","12","12","TRANSPOSE2_GLOBAL"
"0.3","3","3","12","0","MPI_Alltoall()"
"0.2","0.0118","2","2","6","TRANSPOSE_XY_Z"
"0.1","1","1","5","0","MPI_Bcast()"
"0.1","0.00706","1","10","30","TRANSPOSE_X_YZ"
"0.1","0.591","0.591","2","0","MPI_Comm_split()"
"0.1","0.0866","0.44","72","360","CFFTZ"
"0.0","0.0833","0.38","24","72","CFFTS1"
"0.0","0.354","0.354","360","0","FFTZ2"
"0.0","0.0357","0.186","12","36","CFFTS2"
"0.0","0.164","0.164","1","0","MPI_Barrier()"
"0.0","0.047","0.112","10","10","CHECKSUM"
"0.0","0.101","0.101","2","0","COMPUTE_INDEXMAP"
"0.0","0.0683","0.0683","12","0","TRANSPOSE2_LOCAL"
"0.0","0.0648","0.0648","10","0","MPI_Reduce()"
"0.0","0.00453","0.0366","2","8","COMPUTE_INITIAL_CONDITIONS"
"0.0","0.0298","0.0298","10","0","EVOLVE"
"0.0","0.0275","0.028","2","2","FFT_INIT"
"0.0","0.028","0.028","12","0","TRANSPOSE2_FINISH"
"0.0","0.0253","0.0258","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0113","0.0191","4","56.4375","IPOW46"
"0.0","0.0171","0.0171","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.0126","0.0126","1","0","ALLOC_SPACE"
"0.0","0.0126","0.0126","2","0","VRANLC"
"0.0","0.00813","0.00813","58.4375","0","RANDLC"
"0.0","0.00666","0.00666","38","0","ILOG2"
"0.0","0.00537","0.00537","0.03125","0","PRINT_RESULTS"
"0.0","0.00522","0.00522","2","0","TIMER_START"
"0.0","0.00494","0.00494","32","0","TIMER_CLEAR"
"0.0","0.000969","0.000969","2","0","TIMER_STOP"
"0.0","0.000344","0.000344","1","0","MPI_Comm_size()"
"0.0","0.000219","0.000219","1","0","VERIFY"
"0.0","0.000188","0.000188","1.03125","0","TIMER_READ"
"0.0","0.000156","0.000156","1","0","MPI_Comm_rank()"
"0.0","3.13E-05","3.13E-05","0.03125","0","SET_CLASS"
