"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00381","996","1","1",".TAU_application"
"100.0","0.0876","996","1","124.125","FT"
"53.6","533","533","1","0","MPI_Finalize()"
"45.6","0.347","454","1","10.125","SETUP"
"45.5","452","452","1","0","MPI_Init()"
"0.7","0.0457","6","27","108","FFT"
"0.3","0.0185","3","27","27","TRANSPOSE2_GLOBAL"
"0.3","3","3","27","0","MPI_Alltoall()"
"0.2","0.0187","2","25","75","TRANSPOSE_X_YZ"
"0.2","0.463","2","324","1620","CFFTZ"
"0.2","0.383","1","54","270","CFFTS1"
"0.2","1","1","1620","0","FFTZ2"
"0.1","0.0115","1","2","6","TRANSPOSE_XY_Z"
"0.1","0.948","0.948","5","0","MPI_Bcast()"
"0.1","0.164","0.943","27","135","CFFTS2"
"0.0","0.475","0.475","2","0","MPI_Comm_split()"
"0.0","0.111","0.464","25","25","CHECKSUM"
"0.0","0.353","0.353","25","0","MPI_Reduce()"
"0.0","0.27","0.27","27","0","TRANSPOSE2_LOCAL"
"0.0","0.214","0.214","2","0","COMPUTE_INDEXMAP"
"0.0","0.164","0.164","25","0","EVOLVE"
"0.0","0.0884","0.0884","27","0","TRANSPOSE2_FINISH"
"0.0","0.0674","0.0674","1","0","MPI_Barrier()"
"0.0","0.00794","0.0583","2","12","COMPUTE_INITIAL_CONDITIONS"
"0.0","0.032","0.0326","1","2","GET_ACTIVE_NPROCS"
"0.0","0.03","0.03","4","0","VRANLC"
"0.0","0.0286","0.029","2","2","FFT_INIT"
"0.0","0.0274","0.0274","0.0625","0","CHECK_TIMER_FLAG"
"0.0","0.00956","0.0196","4","54.75","IPOW46"
"0.0","0.0158","0.0158","1","0","ALLOC_SPACE"
"0.0","0.0151","0.0151","83","0","ILOG2"
"0.0","0.0107","0.0107","58.75","0","RANDLC"
"0.0","0.009","0.009","0.0625","0","PRINT_RESULTS"
"0.0","0.00744","0.00744","2","0","TIMER_START"
"0.0","0.00594","0.00594","32","0","TIMER_CLEAR"
"0.0","0.00119","0.00119","2","0","TIMER_STOP"
"0.0","0.000313","0.000313","1","0","MPI_Comm_rank()"
"0.0","0.000313","0.000313","1","0","MPI_Comm_size()"
"0.0","0.000313","0.000313","1.0625","0","TIMER_READ"
"0.0","0.000313","0.000313","1","0","VERIFY"
"0.0","6.25E-05","6.25E-05","0.0625","0","SET_CLASS"
