"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00384","859","1","1",".TAU_application"
"100.0","0.12","859","1","109.031","FT"
"48.3","0.0801","415","1","10.0312","SETUP"
"47.8","411","411","1","0","MPI_Init()"
"41.1","353","353","1","0","MPI_Finalize()"
"9.6","0.0404","82","22","88","FFT"
"3.9","0.0198","33","22","22","TRANSPOSE2_GLOBAL"
"3.9","33","33","22","0","MPI_Alltoall()"
"3.9","3","33","1056","7392","CFFTZ"
"3.5","30","30","7392","0","FFTZ2"
"3.4","0.0202","28","20","60","TRANSPOSE_X_YZ"
"3.3","5","27","44","748","CFFTS1"
"1.7","3","14","22","374","CFFTS2"
"1.2","0.00861","10","2","6","TRANSPOSE_XY_Z"
"0.4","3","3","22","0","TRANSPOSE2_LOCAL"
"0.4","3","3","2","0","COMPUTE_INDEXMAP"
"0.3","2","2","2","0","MPI_Comm_split()"
"0.3","2","2","20","0","EVOLVE"
"0.3","0.107","2","20","20","CHECKSUM"
"0.3","2","2","20","0","MPI_Reduce()"
"0.2","1","1","22","0","TRANSPOSE2_FINISH"
"0.1","0.863","0.863","5","0","MPI_Bcast()"
"0.1","0.0065","0.517","2","12","COMPUTE_INITIAL_CONDITIONS"
"0.1","0.485","0.485","4","0","VRANLC"
"0.0","0.297","0.297","1","0","MPI_Barrier()"
"0.0","0.0516","0.0521","2","2","FFT_INIT"
"0.0","0.0128","0.0255","4","77.5625","IPOW46"
"0.0","0.023","0.0237","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0228","0.0228","1","0","ALLOC_SPACE"
"0.0","0.0132","0.0132","81.5625","0","RANDLC"
"0.0","0.0118","0.0118","68","0","ILOG2"
"0.0","0.00697","0.00697","2","0","TIMER_START"
"0.0","0.00613","0.00613","0.015625","0","CHECK_TIMER_FLAG"
"0.0","0.00514","0.00514","32","0","TIMER_CLEAR"
"0.0","0.00255","0.00255","0.015625","0","PRINT_RESULTS"
"0.0","0.00145","0.00145","2","0","TIMER_STOP"
"0.0","0.000359","0.000359","1","0","MPI_Comm_size()"
"0.0","0.00025","0.00025","1","0","MPI_Comm_rank()"
"0.0","0.000234","0.000234","1","0","VERIFY"
"0.0","0.000156","0.000156","1.01562","0","TIMER_READ"
"0.0","0","0","0.015625","0","SET_CLASS"
