"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00375","812","1","1",".TAU_application"
"100.0","0.128","812","1","94.0312","FT"
"51.6","0.0443","419","1","10.0312","SETUP"
"51.3","417","417","1","0","MPI_Init()"
"39.4","319","319","1","0","MPI_Finalize()"
"8.2","0.0312","66","17","68","FFT"
"4.1","0.0132","33","17","17","TRANSPOSE2_GLOBAL"
"4.1","33","33","17","0","MPI_Alltoall()"
"3.2","0.0123","26","15","45","TRANSPOSE_X_YZ"
"2.9","2","23","816","5712","CFFTZ"
"2.6","20","20","5712","0","FFTZ2"
"2.4","3","19","34","578","CFFTS1"
"1.4","0.00841","11","2","6","TRANSPOSE_XY_Z"
"1.2","2","10","17","289","CFFTS2"
"0.3","2","2","2","0","COMPUTE_INDEXMAP"
"0.3","2","2","17","0","TRANSPOSE2_LOCAL"
"0.2","1","1","15","0","EVOLVE"
"0.2","1","1","2","0","MPI_Comm_split()"
"0.2","1","1","17","0","TRANSPOSE2_FINISH"
"0.1","0.872","0.872","5","0","MPI_Bcast()"
"0.1","0.0731","0.645","15","15","CHECKSUM"
"0.1","0.572","0.572","15","0","MPI_Reduce()"
"0.1","0.00588","0.486","2","12","COMPUTE_INITIAL_CONDITIONS"
"0.1","0.458","0.458","4","0","VRANLC"
"0.1","0.45","0.45","1","0","MPI_Barrier()"
"0.0","0.0536","0.0538","2","2","FFT_INIT"
"0.0","0.0223","0.0228","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0222","0.0222","1","0","ALLOC_SPACE"
"0.0","0.0113","0.0222","4","77.5625","IPOW46"
"0.0","0.0114","0.0114","81.5625","0","RANDLC"
"0.0","0.00761","0.00761","53","0","ILOG2"
"0.0","0.00744","0.00744","2","0","TIMER_START"
"0.0","0.00606","0.00606","0.015625","0","CHECK_TIMER_FLAG"
"0.0","0.00472","0.00472","32","0","TIMER_CLEAR"
"0.0","0.00256","0.00256","0.015625","0","PRINT_RESULTS"
"0.0","0.0013","0.0013","2","0","TIMER_STOP"
"0.0","0.000328","0.000328","1","0","MPI_Comm_size()"
"0.0","0.000188","0.000188","1","0","VERIFY"
"0.0","0.000156","0.000156","1","0","MPI_Comm_rank()"
"0.0","7.81E-05","7.81E-05","1.01562","0","TIMER_READ"
"0.0","1.56E-05","1.56E-05","0.015625","0","SET_CLASS"
