"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00422","7,220","1","1",".TAU_application"
"100.0","0.175","7,220","1","79.0625","FT"
"78.2","0.0742","5,646","12","48","FFT"
"38.7","184","2,794","18432","165888","CFFTZ"
"36.2","2,610","2,610","165888","0","FFTZ2"
"32.5","489","2,347","24","12312","CFFTS1"
"20.7","0.0257","1,496","10","30","TRANSPOSE_X_YZ"
"17.4","322","1,259","12","6156","CFFTS2"
"13.9","0.0432","1,004","12","12","TRANSPOSE2_GLOBAL"
"13.9","1,004","1,004","12","0","MPI_Alltoall()"
"9.9","712","712","12","0","TRANSPOSE2_LOCAL"
"7.5","0.0184","541","2","6","TRANSPOSE_XY_Z"
"7.4","532","532","1","0","MPI_Finalize()"
"4.7","0.129","336","1","10.0625","SETUP"
"4.6","332","332","1","0","MPI_Init()"
"4.6","328","328","2","0","COMPUTE_INDEXMAP"
"4.5","322","322","12","0","TRANSPOSE2_FINISH"
"3.8","274","274","10","0","EVOLVE"
"0.5","0.0266","39","2","68","COMPUTE_INITIAL_CONDITIONS"
"0.5","39","39","32","0","VRANLC"
"0.4","31","31","1","0","MPI_Barrier()"
"0.4","0.0802","30","10","10","CHECKSUM"
"0.4","30","30","10","0","MPI_Reduce()"
"0.0","1","1","1","0","ALLOC_SPACE"
"0.0","1","1","2","0","MPI_Comm_split()"
"0.0","1","1","5","0","MPI_Bcast()"
"0.0","0.124","0.125","2","2","FFT_INIT"
"0.0","0.0251","0.0258","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0125","0.0252","4","95.6875","IPOW46"
"0.0","0.019","0.019","127.688","0","RANDLC"
"0.0","0.018","0.018","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.0095","0.0095","38","0","ILOG2"
"0.0","0.00828","0.00828","2","0","TIMER_START"
"0.0","0.00525","0.00525","0.03125","0","PRINT_RESULTS"
"0.0","0.00469","0.00469","32","0","TIMER_CLEAR"
"0.0","0.00184","0.00184","2","0","TIMER_STOP"
"0.0","0.000469","0.000469","1","0","MPI_Comm_size()"
"0.0","0.000219","0.000219","1","0","MPI_Comm_rank()"
"0.0","0.000219","0.000219","1","0","VERIFY"
"0.0","0.000125","0.000125","1.03125","0","TIMER_READ"
"0.0","3.13E-05","3.13E-05","0.03125","0","SET_CLASS"
