"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00775","8,130","1","1",".TAU_application"
"100.0","0.163","8,130","1","60.75","MG_MPI"
"95.7","7,785","7,785","1","0","MPI_Finalize()"
"4.2","343","343","1","0","MPI_Init()"
"0.0","0.0825","0.627","34","612","COMM3"
"0.0","0.553","0.553","7","0","MPI_Bcast()"
"0.0","0.0132","0.435","6","36","MG3P"
"0.0","0.0447","0.406","2","174.5","ZRAN3"
"0.0","0.296","0.296","88","0","MPI_Allreduce()"
"0.0","0.069","0.281","204","204","TAKE3"
"0.0","0.0118","0.269","14","14","RESID"
"0.0","0.211","0.211","204","0","MPI_Wait()"
"0.0","0.005","0.197","12","12","PSINV"
"0.0","0.067","0.147","204","204","GIVE3"
"0.0","0.0617","0.117","204","204","READY"
"0.0","0.11","0.11","0.25","0","CHECK_TIMER_FLAG"
"0.0","0.0025","0.108","6","6","RPRJ3"
"0.0","0.108","0.108","6","0","MPI_Barrier()"
"0.0","0.0803","0.0803","204","0","MPI_Send()"
"0.0","0.0548","0.0548","204","0","MPI_Irecv()"
"0.0","0.002","0.0498","4","8","NORM2U3"
"0.0","0.0305","0.0305","0.25","0","PRINT_RESULTS"
"0.0","0.023","0.0253","1","2","GET_ACTIVE_NPROCS"
"0.0","0.015","0.015","2","0","TIMER_START"
"0.0","0.0107","0.0118","6","6","INTERP"
"0.0","0.0103","0.0103","58.5","0","BUBBLE"
"0.0","0.01","0.01","1","0","MPI_Reduce()"
"0.0","0.00625","0.00925","6","30","POWER"
"0.0","0.006","0.006","1","0","ALLOC_SPACE"
"0.0","0.0055","0.0055","44","0","RANDLC"
"0.0","0.00375","0.00375","2","0","SETUP"
"0.0","0.0035","0.0035","10","0","ZERO3"
"0.0","0.002","0.002","1","0","MPI_Comm_size()"
"0.0","0.00175","0.00175","17","0","TIMER_CLEAR"
"0.0","0.001","0.001","6","0","COMM3_EX"
"0.0","0.00075","0.00075","2","0","TIMER_STOP"
"0.0","0.0005","0.0005","8","0","VRANLC"
"0.0","0.00025","0.00025","1","0","MPI_Comm_rank()"
"0.0","0","0","1.25","0","TIMER_READ"
