"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00625","7,505","1","1",".TAU_application"
"100.0","0.205","7,505","1","70.75","MG_MPI"
"95.0","7,128","7,128","1","0","MPI_Finalize()"
"4.9","370","370","1","0","MPI_Init()"
"0.0","0.405","3","125","2250","COMM3"
"0.0","0.0747","3","11","176","MG3P"
"0.0","0.342","1","750","750","TAKE3"
"0.0","0.131","1","46","46","RESID"
"0.0","1","1","750","0","MPI_Wait()"
"0.0","0.0737","1","44","44","PSINV"
"0.0","0.032","0.933","33","33","RPRJ3"
"0.0","0.146","0.854","2","589.5","ZRAN3"
"0.0","0.345","0.789","750","750","GIVE3"
"0.0","0.443","0.696","750","750","READY"
"0.0","0.544","0.544","7","0","MPI_Bcast()"
"0.0","0.444","0.444","750","0","MPI_Send()"
"0.0","0.371","0.371","88","0","MPI_Allreduce()"
"0.0","0.254","0.254","750","0","MPI_Irecv()"
"0.0","0.203","0.203","6","0","MPI_Barrier()"
"0.0","0.111","0.111","0.25","0","CHECK_TIMER_FLAG"
"0.0","0.0542","0.0602","33","33","INTERP"
"0.0","0.0105","0.054","4","8","NORM2U3"
"0.0","0.0445","0.0445","221.5","0","BUBBLE"
"0.0","0.0395","0.0395","0.25","0","PRINT_RESULTS"
"0.0","0.037","0.037","196","0","RANDLC"
"0.0","0.028","0.0285","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0267","0.0267","37","0","ZERO3"
"0.0","0.0257","0.0257","1","0","ALLOC_SPACE"
"0.0","0.0245","0.0245","128","0","VRANLC"
"0.0","0.012","0.0215","6","50","POWER"
"0.0","0.0143","0.0143","2","0","TIMER_START"
"0.0","0.0112","0.0112","1","0","MPI_Reduce()"
"0.0","0.006","0.006","33","0","COMM3_EX"
"0.0","0.004","0.004","2","0","SETUP"
"0.0","0.003","0.003","17","0","TIMER_CLEAR"
"0.0","0.0005","0.0005","2","0","TIMER_STOP"
"0.0","0.00025","0.00025","1","0","MPI_Comm_rank()"
"0.0","0.00025","0.00025","1","0","MPI_Comm_size()"
"0.0","0","0","1.25","0","TIMER_READ"
