"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00894","978","1","1",".TAU_application"
"100.0","0.178","978","1","100.188","MG_MPI"
"63.0","616","616","1","0","MPI_Finalize()"
"35.4","346","346","1","0","MPI_Init()"
"1.2","0.206","11","26","546","MG3P"
"1.1","1","10","368","6182","COMM3"
"0.5","0.964","5","2052","2052","TAKE3"
"0.5","0.547","4","132","132","RESID"
"0.5","4","4","2078","0","MPI_Wait()"
"0.4","0.32","3","130","130","PSINV"
"0.3","0.141","2","104","104","RPRJ3"
"0.3","0.992","2","2052","2052","GIVE3"
"0.2","1","1","2078","2078","READY"
"0.2","1","1","2078","0","MPI_Send()"
"0.1","0.192","1","2","869.125","ZRAN3"
"0.1","0.19","0.967","104","104","INTERP"
"0.1","0.889","0.889","7","0","MPI_Bcast()"
"0.1","0.787","0.787","88","0","MPI_Allreduce()"
"0.1","0.0379","0.777","104","78","COMM3_EX"
"0.1","0.748","0.748","2078","0","MPI_Irecv()"
"0.1","0.0131","0.689","26","26","TAKE3_EX"
"0.1","0.507","0.507","6","0","MPI_Barrier()"
"0.0","0.0182","0.12","4","8","NORM2U3"
"0.0","0.101","0.101","134","0","ZERO3"
"0.0","0.0588","0.0588","341.125","0","RANDLC"
"0.0","0.0527","0.0527","256","0","VRANLC"
"0.0","0.0496","0.0496","245.125","0","BUBBLE"
"0.0","0.0353","0.0353","0.0625","0","CHECK_TIMER_FLAG"
"0.0","0.032","0.0329","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0127","0.026","26","26","GIVE3_EX"
"0.0","0.0135","0.024","6","67.125","POWER"
"0.0","0.0221","0.0221","1","0","ALLOC_SPACE"
"0.0","0.0132","0.0132","1","0","MPI_Reduce()"
"0.0","0.0131","0.0131","2","0","TIMER_START"
"0.0","0.00894","0.00894","0.0625","0","PRINT_RESULTS"
"0.0","0.008","0.008","2","0","SETUP"
"0.0","0.00344","0.00344","17","0","TIMER_CLEAR"
"0.0","0.00112","0.00112","2","0","TIMER_STOP"
"0.0","0.000625","0.000625","1","0","MPI_Comm_size()"
"0.0","0.00025","0.00025","1","0","MPI_Comm_rank()"
"0.0","0.000188","0.000188","1.0625","0","TIMER_READ"
