"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00906","880","1","1",".TAU_application"
"100.0","0.136","880","1","90.0938","MG_MPI"
"61.8","544","544","1","0","MPI_Finalize()"
"37.3","328","328","1","0","MPI_Init()"
"0.5","0.0704","4","21","231","MG3P"
"0.5","0.394","4","172","2560.5","COMM3"
"0.3","2","2","885","0","MPI_Wait()"
"0.2","0.304","2","843","843","TAKE3"
"0.2","0.0271","1","65","65","RESID"
"0.2","0.0247","1","63","63","PSINV"
"0.1","0.0567","1","2","174.188","ZRAN3"
"0.1","0.301","1","843","843","GIVE3"
"0.1","0.0287","1","42","42","INTERP"
"0.1","0.0291","1","42","126","COMM3_EX"
"0.1","0.0169","0.962","42","42","TAKE3_EX"
"0.1","0.918","0.918","88","0","MPI_Allreduce()"
"0.1","0.882","0.882","7","0","MPI_Bcast()"
"0.1","0.854","0.854","885","0","MPI_Send()"
"0.1","0.0153","0.797","42","42","RPRJ3"
"0.1","0.328","0.592","885","885","READY"
"0.1","0.497","0.497","6","0","MPI_Barrier()"
"0.0","0.265","0.265","885","0","MPI_Irecv()"
"0.0","0.00337","0.136","4","8","NORM2U3"
"0.0","0.0172","0.0408","42","42","GIVE3_EX"
"0.0","0.0273","0.028","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0168","0.0168","77.5","0","ZERO3"
"0.0","0.0159","0.0159","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.00838","0.0153","6","46.3125","POWER"
"0.0","0.0107","0.0107","58.1875","0","BUBBLE"
"0.0","0.00947","0.00947","1","0","ALLOC_SPACE"
"0.0","0.00897","0.00897","60.3125","0","RANDLC"
"0.0","0.00887","0.00887","1","0","MPI_Reduce()"
"0.0","0.00684","0.00684","2","0","TIMER_START"
"0.0","0.00456","0.00456","2","0","SETUP"
"0.0","0.00391","0.00391","0.03125","0","PRINT_RESULTS"
"0.0","0.00256","0.00256","17","0","TIMER_CLEAR"
"0.0","0.00137","0.00137","8","0","VRANLC"
"0.0","0.000594","0.000594","2","0","TIMER_STOP"
"0.0","0.000344","0.000344","1","0","MPI_Comm_size()"
"0.0","0.000313","0.000313","1","0","MPI_Comm_rank()"
"0.0","6.25E-05","6.25E-05","1.03125","0","TIMER_READ"
