Name,#Call
.TAU,1
APPLU,1
SSOR,2
INIT_COMM,1
MPI_Init(),1
EXCHANGE_1,100001
MPI_Recv(),76563.3
MPI_Finalize(),1
RHS,253
MPI_Recv(),17256.2
EXCHANGE_3,508
JACLD,100001
JACU,100001
BLTS,100001
BUTS,100001
MPI_Send(),76563.3
MPI_Wait(),954.609
SETIV,2
MPI_Send(),17431.5
EXACT,51268.9
MPI_Allreduce(),10
L2NORM,4
ERHS,1
ERROR,1
MPI_Irecv(),954.609
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
SETBV,2
PINTGR,1
MPI_Barrier(),2
EXCHANGE_4,1
ALLOC_SPACE,1
EXCHANGE_6,0.125
PROC_GRID,1
EXCHANGE_5,0.125
SETCOEFF,1
VERIFY,0.00390625
MPI_Comm_size(),1
MPI_Comm_rank(),1
SUBDOMAIN,1
NEIGHBORS,1
ISQRT2,1
SET_CLASS,0.00390625
