Name,#Call
.TAU,1
APPLU,1
SSOR,2
RHS,253
EXCHANGE_1,160640
MPI_Recv(),100400
EXCHANGE_3,508
MPI_Wait(),637.25
MPI_Finalize(),1
INIT_COMM,1
MPI_Init(),1
JACLD,100001
JACU,100001
SETIV,2
BLTS,100001
BUTS,100001
MPI_Send(),40415
MPI_Send(),50000.5
ERHS,1
MPI_Allreduce(),10
L2NORM,4
ERROR,1
EXACT,100001
MPI_Irecv(),637.25
SETBV,2
ALLOC_SPACE,1
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
PINTGR,1
VERIFY,0.125
EXCHANGE_4,1
MPI_Barrier(),2
EXCHANGE_5,1
PROC_GRID,1
EXCHANGE_6,0.5
SETCOEFF,1
NEIGHBORS,1
ISQRT2,1
MPI_Comm_rank(),1
MPI_Comm_size(),1
SUBDOMAIN,1
SET_CLASS,0.125
