Name,#Call
.TAU,1
APPLU,1
MPI_Finalize(),1
SSOR,2
RHS,253
INIT_COMM,1
MPI_Init(),1
EXCHANGE_1,62248
JACLD,100001
JACU,100001
BLTS,100001
BUTS,100001
MPI_Recv(),31124
EXCHANGE_3,508
MPI_Wait(),510
SETIV,2
MPI_Send(),31634
EXACT,100001
ERHS,1
ERROR,1
L2NORM,4
SETBV,2
MPI_Allreduce(),10
ALLOC_SPACE,1
READ_INPUT,1
MPI_Irecv(),510
BCAST_INPUTS,1
MPI_Bcast(),10
PINTGR,1
VERIFY,0.25
MPI_Barrier(),2
EXCHANGE_4,1
EXCHANGE_6,1
EXCHANGE_5,1
PROC_GRID,1
MPI_Comm_rank(),1
NEIGHBORS,1
SETCOEFF,1
MPI_Comm_size(),1
SET_CLASS,0.25
SUBDOMAIN,1
ISQRT2,1
