Name,#Call
.TAU,1
MPSP,1
ADI,401
MPI_Waitall(),17244
Y_SOLVE,401
Z_SOLVE,401
X_SOLVE,401
COPY_FACES,402
SETUP_MPI,1
MPI_Init(),1
MPI_Finalize(),1
MPI_Comm_dup(),2
COMPUTE_RHS,402
VERIFY,1
MPI_Barrier(),2
MPI_Allreduce(),2
LHSX,3208
LHSZ,3208
LHSY,3208
MPI_Isend(),19254
RHS_NORM,1
ERROR_NORM,1
INITIALIZE,2
TZETAR,3208
TXINVR,401
MPI_Irecv(),19254
EXACT_SOLUTION,70593.2
ADD,401
MPI_Bcast(),4
EXACT_RHS,1
PINVR,3208
MPI_Reduce(),1
NINVR,3208
LHSINIT,1
ALLOC_SPACE,1
SET_CONSTANTS,1
MAKE_SET,1
MPI_Comm_size(),1
COMPUTE_BUFFER_SIZE,1
MPI_Comm_rank(),1
SET_CLASS,0.015625
