Name,#Call
.TAU,1
APPLU,1
SSOR,2
RHS,253
EXCHANGE_1,84375.8
MPI_Recv(),43925
MPI_Finalize(),1
INIT_COMM,1
MPI_Init(),1
EXCHANGE_3,508
MPI_Recv(),37500.4
EXCHANGE_1,15687.5
MPI_Wait(),827.75
JACLD,100001
JACU,100001
BLTS,100001
BUTS,100001
MPI_Send(),44371
SETIV,2
MPI_Send(),37500.4
ERHS,1
EXACT,100001
MPI_Allreduce(),10
L2NORM,4
MPI_Irecv(),827.75
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
ERROR,1
SETBV,2
PINTGR,1
MPI_Barrier(),2
ALLOC_SPACE,1
EXCHANGE_4,1
VERIFY,0.03125
EXCHANGE_5,0.5
PROC_GRID,1
EXCHANGE_6,0.25
SETCOEFF,1
MPI_Comm_size(),1
MPI_Comm_rank(),1
ISQRT2,1
SUBDOMAIN,1
NEIGHBORS,1
SET_CLASS,0.03125
