Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00348,1:12.965,1,1,72965699
int_main(int_char_**),100.0,49,862,1:12.965,1,188.003,72965696
void_CalcKinematicsForElems(Domain,16.6,7,150,12,101,16,3.35544E+07,756336
MPI_Allreduce(),7.9,5,793,5,793,15,0,386232
Real_t_CalcElemVolume(const,7.2,5,258,5,258,3.56516E+07,0,0
void_CommSend(Domain,2.8,123,2,016,49,655.213,41161
MPI_Waitall(),2.5,1,827,1,827,49,0,37303
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),1.3,531,936,1,2.09716E+06,936993
MPI_Finalize(),0.9,687,687,1,0,687581
MPI_Wait(),0.9,625,625,557.213,0,1122
MPI_Init(),0.8,561,561,1,0,561255
void_CommSBN(Domain,0.6,38,419,17,339.95,24663
void_CommSyncPosVel(Domain,0.5,176,394,16,167.977,24660
MPI_Reduce(),0.1,72,72,1,0,72692
MPI_Barrier(),0.1,68,68,1,0,68964
MPI_Isend(),0.1,65,65,557.213,0,117
void_CommMonoQ(Domain,0.1,20,47,16,98.2857,2967
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.1,45,45,1,0,45888
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,22,22,1,1,22148
void_Domain::SetupElementConnectivities(Int_t),0.0,18,18,1,0,18488
void_Domain::SetupBoundaryConditions(Int_t),0.0,6,6,1,0,6897
void_Domain::SetupCommBuffers(Int_t),0.0,4,4,1,0,4556
void_CommRecv(Domain,0.0,0.264,1,49,606.213,32
MPI_Irecv(),0.0,1,1,557.213,0,2
void_Domain::~Domain(),0.0,1,1,1,0,1229
MPI_Comm_rank(),0.0,0.155,0.155,149,0,1
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.031,0.031,1,0,31
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.012,0.012,1,0,12
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00152,0.00356,1,2,4
StrToInt,0.0,0.00204,0.00204,2,0,1
MPI_Comm_size(),0.0,0.000493,0.000493,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000353,0.000353,0.00291545,0,121
