%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00775,1:00.881,1,1,60881096,.TAU_application
100.0,10,1:00.881,1,325.25,60881088,CG
83.3,49,539,50,721,76,23712,667386,CONJ_GRAD
13.1,7,949,7,949,1,0,7949972,MPI_Finalize()
3.0,124,1,852,1,200001,1852912,MAKEA
2.3,663,1,403,100000,5.90284E+06,14,SPRNVC
1.4,864,864,7980,0,108,MPI_Send()
0.8,493,493,3.93523E+06,0,0,RANDLC
0.6,0.033,342,1,3.25,342560,INITIALIZE_MPI
0.6,341,341,1,0,341892,MPI_Init()
0.5,310,310,1,0,310667,SPARSE
0.5,309,309,7980,0,39,MPI_Wait()
0.4,245,245,1.96761E+06,0,0,ICNVRT
0.0,14,14,100000,0,0,VECSET
0.0,8,8,7980,0,1,MPI_Irecv()
0.0,3,3,1,0,3593,ALLOC_SPACE
0.0,0.468,0.468,1,0,468,MPI_Bcast()
0.0,0.141,0.141,0.25,0,566,CHECK_TIMER_FLAG
0.0,0.0467,0.0467,1,0,47,MPI_Barrier()
0.0,0.038,0.038,0.25,0,152,PRINT_RESULTS
0.0,0.032,0.032,1,0,32,MPI_Reduce()
0.0,0.0257,0.0262,1,2,26,GET_ACTIVE_NPROCS
0.0,0.00675,0.00675,1,0,7,TIMER_START
0.0,0.00175,0.00175,1,0,2,TIMER_STOP
0.0,0.0015,0.0015,9,0,0,TIMER_CLEAR
0.0,0.0005,0.0005,1,0,0,MPI_Comm_size()
0.0,0.00025,0.00025,1,0,0,SETUP_PROC_INFO
0.0,0,0,1,0,0,MPI_Comm_rank()
0.0,0,0,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0,0,1,0,0,TIMER_READ
