%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.0175,11,022,1,1,11022083,.TAU_application
100.0,0.327,11,022,1,58.75,11022065,MG_MPI
95.4,10,510,10,510,1,0,10510452,MPI_Finalize()
3.4,380,380,1,0,380142,MPI_Init()
0.6,0.119,71,5,155,14323,MG3P
0.5,35,58,37,37,1581,RESID
0.4,0.396,44,104,1872,431,COMM3
0.2,3,26,624,624,42,GIVE3
0.2,12,24,35,35,695,PSINV
0.2,22,22,624,0,36,MPI_Send()
0.2,5,19,2,17060,9634,ZRAN3
0.1,12,13,624,624,21,READY
0.1,5,13,30,30,437,RPRJ3
0.1,6,6,34,0,181,ZERO3
0.0,5,5,30,30,182,INTERP
0.0,2,5,624,624,8,TAKE3
0.0,3,4,4,8,1023,NORM2U3
0.0,4,4,6,0,680,MPI_Barrier()
0.0,3,3,8192,0,0,VRANLC
0.0,2,2,624,0,4,MPI_Wait()
0.0,1,1,8402,0,0,RANDLC
0.0,1,1,1,0,1236,ALLOC_SPACE
0.0,1,1,88,0,12,MPI_Allreduce()
0.0,0.524,0.524,7,0,75,MPI_Bcast()
0.0,0.4,0.4,624,0,1,MPI_Irecv()
0.0,0.114,0.114,0.25,0,456,CHECK_TIMER_FLAG
0.0,0.0855,0.0855,452,0,0,BUBBLE
0.0,0.0537,0.0537,0.25,0,215,PRINT_RESULTS
0.0,0.0345,0.0345,2,0,17,TIMER_START
0.0,0.0165,0.031,6,80,5,POWER
0.0,0.0275,0.0283,1,2,28,GET_ACTIVE_NPROCS
0.0,0.0272,0.0272,1,0,27,MPI_Reduce()
0.0,0.00975,0.00975,30,0,0,COMM3_EX
0.0,0.0065,0.0065,2,0,3,SETUP
0.0,0.00325,0.00325,17,0,0,TIMER_CLEAR
0.0,0.003,0.003,2,0,2,TIMER_STOP
0.0,0.0005,0.0005,1,0,0,MPI_Comm_size()
0.0,0.00025,0.00025,1,0,0,MPI_Comm_rank()
0.0,0.00025,0.00025,1.25,0,0,TIMER_READ
